,Company,Open,High,Low,Close,Volume,Body_Ratio,Clasificación,Daily_Return
2022-10-02,Apple Inc.,138.41222160692905,142.23620571153543,136.98071142046814,140.20159912109375,117849566.66666667,0.34047749175678566,Fuerte Volatilidad,0.010146815777603235
2022-10-03,Apple Inc.,137.3949238392378,142.22626297013235,136.87798625194168,141.6099090576172,114311700.0,0.7881015587774812,Fuerte Dirección Alcista,0.010044892107878622
2022-10-04,Apple Inc.,144.17469105610752,145.35767551304633,143.4092278482999,145.23838806152344,87830100.0,0.5459202341749064,Fuerte Volatilidad,0.025623058640832364
2022-10-05,Apple Inc.,143.220360264566,146.51083724600878,142.16659883003666,145.53660583496094,79471000.0,0.5331764393682841,Fuerte Volatilidad,0.002053298562575412
2022-10-06,Apple Inc.,144.9501057820799,146.6698991289563,144.36358885580452,144.5723419189453,68402200.0,0.16379576830238943,Indecisión,-0.006625576503475061
2022-10-07,Apple Inc.,141.6993882350486,142.25609847332984,138.62761461816123,139.2638397216797,85925600.0,0.6712303569711552,Fuerte Volatilidad,-0.03671865674170127
2022-10-08,Apple Inc.,140.99688829927717,141.85513914764567,138.33601230458626,139.3731892903646,82250066.66666667,0.46139257870597006,Fuerte Volatilidad,0.0007851971402155211
2022-10-09,Apple Inc.,140.2943883635058,141.4541798219615,138.04440999101126,139.48253885904947,78574533.33333333,0.2380951045690001,Indecisión,0.0007845810893878369
2022-10-10,Apple Inc.,139.59188842773438,141.05322049627733,137.7528076774363,139.59188842773438,74899000.0,0.0,Indecisión,0.0007839660044861585
2022-10-11,Apple Inc.,139.0749424101852,140.51640326068497,137.4048573864025,138.16036987304688,77033700.0,0.2939286689286666,Indecisión,-0.010255026784228849
2022-10-12,Apple Inc.,138.3095042379958,139.53224622980463,137.34522347010034,137.52415466308594,70433700.0,0.35909529126988154,Fuerte Volatilidad,-0.004604903783520187
2022-10-13,Apple Inc.,134.1939081474954,142.74318094195408,133.57755425418063,142.146728515625,113224000.0,0.8676788439069119,Fuerte Dirección Alcista,0.03361281415518391
2022-10-14,Apple Inc.,143.45894005117427,143.6677082660222,137.37503715128264,137.5639190673828,88598000.0,0.9368074187102077,Fuerte Dirección Bajista,-0.03223999240853748
2022-10-15,Apple Inc.,142.3853103362193,143.13088723868447,138.06428005090424,138.89932759602866,87482300.0,0.6880309862185955,Fuerte Volatilidad,0.009707549317431896
2022-10-16,Apple Inc.,141.31168062126437,142.5940662113467,138.75352295052582,140.23473612467447,86366600.0,0.2804146245600983,Indecisión,0.009614218814144815
2022-10-17,Apple Inc.,140.2380509063094,142.05724518400896,139.44276585014742,141.5701446533203,85250900.0,0.509506321108847,Fuerte Volatilidad,0.009522665821245724
2022-10-18,Apple Inc.,144.63199622376135,145.83485190424906,139.78077056471744,142.90225219726562,99136600.0,0.28571535952134175,Indecisión,0.00940952308276155
2022-10-19,Apple Inc.,140.85439591772297,144.09516484314776,140.66551400194888,143.0115966796875,61758300.0,0.6289855328860401,Fuerte Volatilidad,0.0007651697628314746
2022-10-20,Apple Inc.,142.17655944712342,145.02962908215443,141.80873116685106,142.54437255859375,64522000.0,0.11419583021329097,Indecisión,-0.0032670366036134935
2022-10-21,Apple Inc.,142.02744366557388,146.97808588568807,141.80873986458235,146.40150451660156,86548600.0,0.8461536204326415,Fuerte Dirección Alcista,0.02705916683187426
2022-10-22,Apple Inc.,143.45895163207942,147.76673487910875,142.91882091513403,147.1238810221354,83026366.66666667,0.7559806995937646,Fuerte Dirección Alcista,0.004934215040474088
2022-10-23,Apple Inc.,144.89045959858493,148.5553838725294,144.02890196568575,147.84625752766928,79504133.33333333,0.653001158496942,Fuerte Volatilidad,0.004909988103326324
2022-10-24,Apple Inc.,146.32196756509046,149.34403286595008,145.13898301623743,148.56863403320312,75981900.0,0.5342782008318376,Fuerte Volatilidad,0.00488599791170663
2022-10-25,Apple Inc.,149.20484342903703,151.59069857580292,148.47915283746605,151.4415740966797,74732300.0,0.7188487188487218,Fuerte Dirección Alcista,0.019337460306961596
2022-10-26,Apple Inc.,150.06974416998472,151.09366869588553,147.166951055358,148.46923828125,88194300.0,0.4075938316052944,Fuerte Volatilidad,-0.019626947442663023
2022-10-27,Apple Inc.,147.1967799449892,148.17099625023823,143.2800132558345,143.94606018066406,109180200.0,0.6646352620822051,Fuerte Volatilidad,-0.030465422689227584
2022-10-28,Apple Inc.,147.3260061659938,156.5711636232206,146.94825748283125,154.82154846191406,164762400.0,0.7789270919374259,Fuerte Dirección Alcista,0.07555252479713848
2022-10-29,Apple Inc.,148.9695935318909,155.49090940392276,148.30686348677364,154.0262654622396,142489333.33333334,0.7038752241655163,Fuerte Dirección Alcista,-0.005136772029315506
2022-10-30,Apple Inc.,150.61318089778797,154.41065518462491,149.66546949071605,153.2309824625651,120216266.66666666,0.5516752628116225,Fuerte Volatilidad,-0.005163294697094756
2022-10-31,Apple Inc.,152.25676826368507,153.33040096532707,151.02407549465843,152.43569946289062,97943200.0,0.07758280497751054,Indecisión,-0.005190092675081304
2022-11-01,Apple Inc.,154.16543331735568,154.53324642602882,148.2505258700241,149.7615509033203,80379300.0,0.7009515025821638,Fuerte Dirección Bajista,-0.017542797185913228
2022-11-02,Apple Inc.,148.07156254978474,151.2725737745611,144.14486075605234,144.1746826171875,93604600.0,0.5467223389154549,Fuerte Volatilidad,-0.037305091009236735
2022-11-03,Apple Inc.,141.22221311216924,141.95785449789213,137.93173592890952,138.06097412109375,97918500.0,0.7851827850848241,Fuerte Dirección Bajista,-0.04240486876830418
2022-11-04,Apple Inc.,141.4863442652948,142.06388202909318,133.80910777144902,137.7921142578125,140814800.0,0.44752647282405583,Fuerte Volatilidad,-0.0019473994370445835
2022-11-05,Apple Inc.,139.8333947077962,140.89552870903805,134.23727549101181,137.97134399414062,121668066.66666667,0.2796605434912495,Indecisión,0.0013007256423454017
2022-11-06,Apple Inc.,138.18044515029763,139.72717538898291,134.6654432105746,138.15057373046875,102521333.33333334,0.00590142243327312,Indecisión,0.0012990359529709838
2022-11-07,Apple Inc.,136.52749559279903,138.55882206892778,135.0936109301374,138.32980346679688,83374600.0,0.5201148795299638,Fuerte Volatilidad,0.001297350647835982
2022-11-08,Apple Inc.,139.81350159651424,140.82915740359348,136.90590841933505,138.90736389160156,89908500.0,0.23096614784033562,Indecisión,0.0041752421411003215
2022-11-09,Apple Inc.,137.91161113901825,137.96140176306002,134.01821832601487,134.29702758789062,74917800.0,0.9166663455647488,Fuerte Dirección Bajista,-0.033190006451412346
2022-11-10,Apple Inc.,140.63997620935567,146.2460479736328,138.9073627737481,146.2460479736328,118854000.0,0.7639068322981368,Fuerte Dirección Alcista,0.08897457077314797
2022-11-11,Apple Inc.,145.2005196296357,149.37270647368672,143.75666751500694,149.06402587890625,93979700.0,0.6879414971470909,Fuerte Volatilidad,0.019268745681124244
2022-11-12,Apple Inc.,146.2460550891191,149.4623237330153,144.77233165768504,148.59270222981772,87111166.66666667,0.5003520481499703,Fuerte Volatilidad,-0.0031618872917830165
2022-11-13,Apple Inc.,147.2915905486025,149.55194099234384,145.78799580036318,148.12137858072916,80242633.33333333,0.22045699121617804,Indecisión,-0.0031719165343638833
2022-11-14,Apple Inc.,148.3371260080859,149.64155825167242,146.80365994304128,147.65005493164062,73374100.0,0.24210560130207306,Indecisión,-0.0031820096032366685
2022-11-15,Apple Inc.,151.5733191551412,152.9374940695624,147.9288644268723,149.40257263183594,89868300.0,0.4334012850148325,Fuerte Volatilidad,0.011869400935927255
2022-11-16,Apple Inc.,148.4964498019785,149.23329630566616,146.66425520159535,148.1578826904297,64218300.0,0.13178734704257777,Indecisión,-0.008331114514831484
2022-11-17,Apple Inc.,145.80792820044678,150.8364778092219,145.52911891307403,150.0797119140625,80389400.0,0.8048793754491007,Fuerte Dirección Alcista,0.012971494926452332
2022-11-18,Apple Inc.,151.66293352491337,152.0512760661458,149.33287827751886,150.6472625732422,74829600.0,0.37362852336051994,Fuerte Volatilidad,0.0037816614380541402
2022-11-19,Apple Inc.,150.9493175817961,151.27791239523665,148.58606852048095,149.55857849121094,69461100.0,0.51664923944052,Fuerte Volatilidad,-0.0072267100207144
2022-11-20,Apple Inc.,150.23570163867885,150.50454872432755,147.83925876344304,148.4698944091797,64092600.0,0.6625197465994117,Fuerte Volatilidad,-0.007279315523149532
2022-11-21,Apple Inc.,149.52208569556157,149.73118505341841,147.09244900640513,147.38121032714844,58724100.0,0.8113260781942689,Fuerte Dirección Bajista,-0.0073326925055314796
2022-11-22,Apple Inc.,147.50069818193344,149.78096279681515,146.30578403537697,149.54197692871094,51804100.0,0.5873881278938088,Fuerte Volatilidad,0.014661072444487111
2022-11-23,Apple Inc.,148.81509450553884,151.1849885088291,148.70556120637923,150.42822265625,58301400.0,0.6506051414039317,Fuerte Volatilidad,0.005926401039632934
2022-11-24,Apple Inc.,148.24751549855438,149.7162553895059,147.60027535472392,148.95450592041016,46748650.0,0.33411960899178406,Fuerte Volatilidad,-0.009796810131882605
2022-11-25,Apple Inc.,147.67993649156992,148.2475222701827,146.49498950306864,147.4807891845703,35195900.0,0.11363399916769902,Indecisión,-0.009893737196693397
2022-11-26,Apple Inc.,146.62775415155014,147.50402048046158,145.25361703228373,146.18962605794272,46545933.333333336,0.19468868747164864,Indecisión,-0.008754788564439564
2022-11-27,Apple Inc.,145.57557181153032,146.76051869074047,144.01224456149885,144.8984629313151,57895966.66666667,0.24637603396647892,Indecisión,-0.008832111836142631
2022-11-28,Apple Inc.,144.52338947151054,146.01701690101933,142.77087209071394,143.6072998046875,69246000.0,0.28220850281070964,Indecisión,-0.008910813134295537
2022-11-29,Apple Inc.,143.67700718894477,144.19480233115186,139.75375822434978,140.5702667236328,83763800.0,0.6995518149782727,Fuerte Volatilidad,-0.021148180386269977
2022-11-30,Apple Inc.,140.79928440881707,148.08819415142864,139.95290457955656,147.401123046875,111380900.0,0.8115062874816297,Fuerte Dirección Alcista,0.048593891741501416
2022-12-01,Apple Inc.,147.58038083588005,148.49647066781284,145.98717187966943,147.67994689941406,71250400.0,0.03967883936519185,Indecisión,0.0018915992414141325
2022-12-02,Apple Inc.,145.33993619822425,147.37126313994315,145.03124038412102,147.18206787109375,65447400.0,0.7872281020712949,Fuerte Dirección Alcista,-0.003371338077873376
2022-12-03,Apple Inc.,145.94069781805933,148.34045295374668,145.0710661957027,146.79040018717447,66573733.333333336,0.25989655920167193,Indecisión,-0.002661110076686235
2022-12-04,Apple Inc.,146.54145943789442,149.3096427675502,145.11089200728443,146.39873250325522,67700066.66666667,0.03399271421153976,Indecisión,-0.0026682104784769844
2022-12-05,Apple Inc.,147.1422210577295,150.27883258135373,145.15071781886613,146.00706481933594,68826400.0,0.2213593671298631,Indecisión,-0.0026753488723720853
2022-12-06,Apple Inc.,146.44521791051287,146.67423655986732,141.31708725554853,142.30288696289062,64727200.0,0.7732341796564828,Fuerte Dirección Bajista,-0.025369853582282054
2022-12-07,Apple Inc.,141.58593718829042,142.76091690562077,139.4052385260274,140.34124755859375,69721100.0,0.37092041873437603,Fuerte Volatilidad,-0.0137849585919394
2022-12-08,Apple Inc.,141.75521451855485,142.91029015257863,140.50057282957653,142.04397583007812,62128300.0,0.1198320270875284,Indecisión,0.012132771377662666
2022-12-09,Apple Inc.,141.73530407628854,144.95159325076776,140.30141908855245,141.5560760498047,76097000.0,0.03854221803995238,Indecisión,-0.0034348502104524226
2022-12-10,Apple Inc.,141.8547879598715,144.59643273868627,140.35452060843795,142.32943725585938,74218900.0,0.11189512687055629,Indecisión,0.005463285135020257
2022-12-11,Apple Inc.,141.97427184345446,144.24127222660476,140.40762212832348,143.10279846191406,72340800.0,0.2943739229006706,Indecisión,0.005433599829840263
2022-12-12,Apple Inc.,142.0937557270374,143.88611171452328,140.46072364820898,143.87615966796875,70462700.0,0.5203509518993579,Fuerte Volatilidad,0.00540423537741308
2022-12-13,Apple Inc.,148.86488325091187,149.33288777832163,143.62723463445323,144.8520050048828,93886200.0,0.7033161927029357,Fuerte Dirección Bajista,0.006782536725792987
2022-12-14,Apple Inc.,144.73251631608284,146.03694861784805,140.56031424349834,142.6016082763672,82291200.0,0.3890907981178987,Fuerte Volatilidad,-0.015535834167015983
2022-12-15,Apple Inc.,140.51050508121068,141.1975760976511,135.4520852668279,135.9200897216797,98931900.0,0.798959652829746,Fuerte Dirección Bajista,-0.04685444039129261
2022-12-16,Apple Inc.,136.10929941726744,137.06521252037282,133.16186776243538,133.9385528564453,160156900.0,0.5561247328737524,Fuerte Volatilidad,-0.014578690091302304
2022-12-17,Apple Inc.,135.58487055607668,136.25201729363837,132.36195203327281,133.2282511393229,133302133.33333333,0.6058045968442994,Fuerte Volatilidad,-0.005303190918328871
2022-12-18,Apple Inc.,135.06044169488595,135.43882206690395,131.56203630411022,132.51794942220053,106447366.66666666,0.6558248064894936,Fuerte Volatilidad,-0.005331464693472454
2022-12-19,Apple Inc.,134.5360128336952,134.6256268401695,130.76212057494766,131.80764770507812,79592600.0,0.7061888712791844,Fuerte Dirección Bajista,-0.005360041565836471
2022-12-20,Apple Inc.,130.83180791393468,132.68390657976732,129.33818044774594,131.73794555664062,77432800.0,0.2708343740491643,Indecisión,-0.0005288171790567286
2022-12-21,Apple Inc.,132.41504971246266,136.22878034227125,132.18603108805138,134.8745574951172,85928000.0,0.6083750507373819,Fuerte Volatilidad,0.0238094796850159
2022-12-22,Apple Inc.,133.7792473500558,133.98834669902533,129.7464499148839,131.66824340820312,77852100.0,0.4976556595494716,Fuerte Volatilidad,-0.023772564273511265
2022-12-23,Apple Inc.,130.3638109159962,131.85743846800435,129.0892499537998,131.29981994628906,63814900.0,0.3381305230803005,Fuerte Volatilidad,-0.0027981193671116067
2022-12-24,Apple Inc.,130.4783220954025,131.60601059284693,128.86022561995657,130.8442611694336,65113125.0,0.13327302670969773,Indecisión,-0.0034696070188201533
2022-12-25,Apple Inc.,130.5928332748088,131.3545827176895,128.6312012861133,130.38870239257812,66411350.0,0.07495493648590458,Indecisión,-0.0034816871048364284
2022-12-26,Apple Inc.,130.7073444542151,131.1031548425321,128.40217695227008,129.93314361572266,67709575.0,0.2866372365666961,Indecisión,-0.003493851602908493
2022-12-27,Apple Inc.,130.8218556336214,130.85172696737467,128.17315261842685,129.4775848388672,69007800.0,0.5018605495428032,Fuerte Volatilidad,-0.0035061014009080127
2022-12-28,Apple Inc.,129.11911526196144,130.47333812032483,125.33526353169624,125.5045394897461,85438400.0,0.7034883806893355,Fuerte Dirección Bajista,-0.03068519816820403
2022-12-29,Apple Inc.,127.44625154052879,129.92567102156607,127.18736158138809,129.0593719482422,75703700.0,0.5890935421851176,Fuerte Volatilidad,0.028324333708953375
2022-12-30,Apple Inc.,127.86447439683816,129.39792526896935,126.88863442668149,129.3780059814453,77034200.0,0.603171047014695,Fuerte Volatilidad,0.002468894962009527
2022-12-31,Apple Inc.,128.32998861179996,129.63441706506637,126.07709774881259,128.16817092895508,85805025.0,0.045488658301075506,Indecisión,-0.00935116477729403
2023-01-01,Apple Inc.,128.79550282676178,129.8709088611634,125.26556107094369,126.95833587646484,94575850.0,0.3989203495550302,Fuerte Volatilidad,-0.009439434484563747
2023-01-02,Apple Inc.,129.26101704172356,130.1074006572604,124.45402439307479,125.74850082397461,103346675.0,0.62131300900683,Fuerte Volatilidad,-0.009529386504147697
2023-01-03,Apple Inc.,129.72653125668538,130.34389245335743,123.64248771520589,124.53866577148438,112117500.0,0.774145972062565,Fuerte Dirección Bajista,-0.009621069392976578
2023-01-04,Apple Inc.,126.35093598132241,128.113420791726,124.54862778719938,125.82318878173828,89113600.0,0.1480442760390251,Indecisión,0.010314250616839438
2023-01-05,Apple Inc.,126.58991307384264,127.22719356509766,124.2299863661267,124.48887634277344,80962700.0,0.7009981598170955,Fuerte Dirección Bajista,-0.010604662398752573
2023-01-06,Apple Inc.,125.47466430423884,129.73647244371116,124.35941975011785,129.06932067871094,87754700.0,0.6685179743086914,Fuerte Volatilidad,0.03679400497860952
2023-01-07,Apple Inc.,126.95501252072945,130.77205529899578,126.01900357276376,129.24523417154947,82100066.66666667,0.48184235786459445,Fuerte Volatilidad,0.0013629380856232665
2023-01-08,Apple Inc.,128.43536073722007,131.80763815428037,127.67858739540969,129.42114766438803,76445433.33333333,0.23874420169094368,Indecisión,0.001361083013746267
2023-01-09,Apple Inc.,129.9157089537107,132.84322100956499,129.3381712180556,129.59706115722656,70790800.0,0.0909110613081789,Indecisión,0.001359232984818659
2023-01-10,Apple Inc.,129.70660184166945,130.702353471575,127.57569396143015,130.1746063232422,63896200.0,0.149681946516476,Indecisión,0.004456468077736364
2023-01-11,Apple Inc.,130.69239310132218,132.94278617175442,129.9057560491418,132.92288208007812,69458900.0,0.7344309699625711,Fuerte Dirección Alcista,0.021112226373948717
2023-01-12,Apple Inc.,133.3112356919358,133.68961098683528,130.88159923621615,132.84323120117188,71379600.0,0.16666756848888836,Indecisión,-0.0005992262405073445
2023-01-13,Apple Inc.,131.46910198410689,134.34682392612416,131.10067869966488,134.1875,57809700.0,0.8374234133875149,Fuerte Dirección Alcista,0.010119211845972309
2023-01-14,Apple Inc.,132.16612718913527,134.9368038106631,131.71555393894957,134.4812469482422,59268925.0,0.7187023209333979,Fuerte Dirección Alcista,0.0021890783287727977
2023-01-15,Apple Inc.,132.86315239416365,135.52678369520206,132.33042917823428,134.77499389648438,60728150.0,0.5981318693442046,Fuerte Volatilidad,0.002184296732132829
2023-01-16,Apple Inc.,133.56017759919203,136.11676357974102,132.94530441751897,135.06874084472656,62187375.0,0.47566850726136195,Fuerte Volatilidad,0.0021795359788165936
2023-01-17,Apple Inc.,134.2572028042204,136.70674346427995,133.56017965680365,135.36248779296875,63646600.0,0.35126730502720416,Fuerte Volatilidad,0.002174795932834428
2023-01-18,Apple Inc.,136.2387503914665,138.0211391903062,134.4563463986622,134.63558959960938,69672800.0,0.4497206108627117,Fuerte Volatilidad,-0.005370012070634589
2023-01-19,Apple Inc.,133.51038088352968,135.67116010560565,133.20170030808515,134.69532775878906,58280400.0,0.4798405207686109,Fuerte Volatilidad,0.00044370258530701534
2023-01-20,Apple Inc.,134.70527818623475,137.4336430998879,133.64978389812455,137.28427124023438,80223600.0,0.6815774362845678,Fuerte Volatilidad,0.019220737085116735
2023-01-21,Apple Inc.,135.64792227687002,139.19280576534598,134.8712372266595,138.35968526204428,80735833.33333333,0.6274950775161117,Fuerte Volatilidad,0.007833483122972051
2023-01-22,Apple Inc.,136.59056636750532,140.95196843080404,136.09269055519448,139.43509928385416,81248066.66666667,0.5853818178677448,Fuerte Volatilidad,0.007772596618538907
2023-01-23,Apple Inc.,137.5332104581406,142.71113109626214,137.31414388372943,140.51051330566406,81760300.0,0.5516601633981418,Fuerte Volatilidad,0.007712649306618635
2023-01-24,Apple Inc.,139.71391433089494,142.55181266684798,139.70396228402618,141.9244842529297,66435100.0,0.7762240373893513,Fuerte Dirección Alcista,0.01006309715906939
2023-01-25,Apple Inc.,140.29145909450676,141.82491005655703,138.2202936955285,141.25733947753906,65799300.0,0.2679564997470913,Indecisión,-0.004700702482044461
2023-01-26,Apple Inc.,142.56176685005863,143.6371804926206,141.29715795640269,143.34841918945312,54105100.0,0.33617297578079414,Fuerte Volatilidad,0.014803334960492798
2023-01-27,Apple Inc.,142.55182196981434,146.60452362871524,142.47216000777163,145.31004333496094,70555800.0,0.6674682138733882,Fuerte Volatilidad,0.0136843095766217
2023-01-28,Apple Inc.,143.14927530256628,146.04690637265733,142.39582172000866,144.33752950032553,68375633.33333333,0.325452382183807,Fuerte Volatilidad,-0.006692681471394346
2023-01-29,Apple Inc.,143.74672863531822,145.48928911659945,142.31948343224565,143.3650156656901,66195466.666666664,0.12042156764128005,Indecisión,-0.0067377752550021874
2023-01-30,Apple Inc.,144.34418196807016,144.93167186054154,142.24314514448267,142.3925018310547,64015300.0,0.7259292330471802,Fuerte Dirección Bajista,-0.006783480824242294
2023-01-31,Apple Inc.,142.09376044245727,143.7267925754783,141.67554656382606,143.677001953125,65874500.0,0.7718437972208232,Fuerte Dirección Alcista,0.00902084102430023
2023-02-01,Apple Inc.,143.35837531450053,145.98715922866535,140.71963935303475,144.81216430664062,77663600.0,0.27599117354370706,Indecisión,0.007900793711480558
2023-02-02,Apple Inc.,148.26743398295488,150.5377468261215,147.54053943777456,150.17929077148438,118339000.0,0.6378793793057964,Fuerte Volatilidad,0.03706267695494714
2023-02-03,Apple Inc.,147.4011136222281,156.71139750656187,147.20196633360388,153.8436279296875,154357300.0,0.6774868223222433,Fuerte Volatilidad,0.024399750054612035
2023-02-04,Apple Inc.,148.90801944382514,155.29079108006846,148.18111995200275,152.9242146809896,126190966.66666667,0.5648918444779197,Fuerte Volatilidad,-0.005976284237902418
2023-02-05,Apple Inc.,150.41492526542214,153.87018465357505,149.1602735704016,152.00480143229166,98024633.33333334,0.33755969885492854,Fuerte Volatilidad,-0.0060122149433030625
