fechas,Cripto,prices2,market_caps2,total_volumes2,Open,High,Low,Close,Ranking,Body_Ratio,Clasificación,Daily_Return
2023-05-08,binancecoin,322.3089028714367,50844724701.01066,444617992.24262005,321.0,322.1,311.1,313.8,3,0.6545454545454535,Fuerte Volatilidad,-0.02242990654205601
2023-05-09,binancecoin,313.94156856920586,49549048278.85516,621524860.6649976,313.8,315.8,311.2,312.1,3,0.36956521739130005,Fuerte Volatilidad,-0.005417463352453744
2023-05-10,binancecoin,312.1294017311269,49306858317.02498,412928463.99646336,312.2,316.7,308.0,314.3,3,0.2413793103448305,Indecisión,0.007049022749118894
2023-05-11,binancecoin,314.5751738652739,49662394089.82591,610558342.6825503,314.3,314.5,304.4,307.5,3,0.6732673267326729,Fuerte Volatilidad,-0.02163538020999045
2023-05-12,binancecoin,307.78799868357,48590747015.145386,524985558.4976984,307.5,309.1,301.2,308.5,3,0.1265822784810121,Indecisión,0.003252032520325132
2023-05-13,binancecoin,308.60026080268045,48690756821.32476,603776405.9566348,308.6,311.8,307.5,310.7,3,0.4883720930232466,Fuerte Volatilidad,0.007131280388978922
2023-05-14,binancecoin,311.03920511777085,49210307280.171486,381183863.94756055,310.8,314.8,309.5,312.1,3,0.24528301886792614,Indecisión,0.0045059542967493815
2023-05-15,binancecoin,311.9023438460837,49226381036.031876,426917645.7935615,312.1,316.3,310.5,313.4,3,0.2241379310344745,Indecisión,0.004165331624479185
2023-05-16,binancecoin,313.9375856517256,49558425064.87145,434872016.3940915,313.4,314.0,309.3,311.4,3,0.425531914893618,Fuerte Volatilidad,-0.0063816209317166805
2023-05-17,binancecoin,311.45925112822425,49198400100.68134,390805629.91909724,311.4,314.4,307.0,314.3,3,0.3918918918918977,Fuerte Volatilidad,0.009312780989081615
2023-05-18,binancecoin,313.9516100120125,49564395153.54566,431598390.2826202,314.3,314.9,306.1,309.3,3,0.5681818181818211,Fuerte Volatilidad,-0.01590836780146354
2023-05-19,binancecoin,309.50065949334936,48900502712.38072,316671000.3153819,309.3,311.5,307.5,308.9,3,0.10000000000000853,Indecisión,-0.001293242806337025
2023-05-20,binancecoin,308.9792844963675,48777238815.930244,390450101.44086295,308.9,312.0,307.8,310.6,3,0.4047619047619167,Fuerte Volatilidad,0.005503399158303779
2023-05-21,binancecoin,310.4705257328921,49028080180.81345,261538250.27637964,310.7,311.6,305.7,306.4,3,0.7288135593220316,Fuerte Dirección Bajista,-0.013522215067611199
2023-05-22,binancecoin,306.56123208325135,48421119398.916626,328187256.0538177,306.4,311.1,304.4,309.0,3,0.3880597014925381,Fuerte Volatilidad,0.008485639686684143
2023-05-23,binancecoin,309.2577489066656,48826800669.845406,419078722.2306527,309.1,315.4,309.0,313.5,3,0.6874999999999989,Fuerte Volatilidad,0.014563106796116498
2023-05-24,binancecoin,313.45861780739114,49487912474.3718,450626058.76476717,313.5,313.6,303.6,306.0,3,0.75,Fuerte Dirección Bajista,-0.02392344497607657
2023-05-25,binancecoin,305.9640462400946,48339367034.93587,558652434.6663421,305.9,306.9,302.2,304.5,3,0.2978723404255278,Indecisión,-0.004901960784313708
2023-05-26,binancecoin,304.6880643024019,48114670546.03777,467849342.93963796,304.6,308.5,301.4,306.8,3,0.3098591549295749,Fuerte Volatilidad,0.007553366174055887
2023-05-27,binancecoin,307.1453631766937,48475838353.5443,79448807.66830647,306.9,307.7,304.0,307.4,3,0.13513513513513556,Indecisión,0.0019556714471966608
2023-05-28,binancecoin,307.45404033044167,48532513898.69942,421897365.41777456,307.4,314.6,306.7,314.1,3,0.8481012658227869,Fuerte Dirección Alcista,0.021795705920624853
2023-05-29,binancecoin,314.3365132543216,49657163876.2715,524592983.40870756,314.2,317.3,310.4,311.6,3,0.37681159420289173,Fuerte Volatilidad,-0.007959248646927763
2023-05-30,binancecoin,311.5659470891866,49223754312.89366,753644238.4394339,311.7,314.2,310.8,311.5,3,0.058823529411761756,Indecisión,-0.0003209242618742447
2023-05-31,binancecoin,311.6037345433532,49203273430.55764,374599802.6073529,311.4,311.9,305.0,306.8,3,0.666666666666664,Fuerte Volatilidad,-0.01508828250401284
2023-06-01,binancecoin,307.0113284146113,48465020079.37226,693972293.3374982,306.8,307.7,303.1,304.9,3,0.41304347826088006,Fuerte Volatilidad,-0.006192959582790203
2023-06-02,binancecoin,304.98131566266824,48171977973.12554,442629865.14070344,304.9,308.4,303.1,307.2,3,0.43396226415094924,Fuerte Volatilidad,0.007543456871105247
2023-06-03,binancecoin,307.29717562663143,48523200816.46817,495073166.04881245,307.3,308.2,303.0,306.6,3,0.13461538461538272,Indecisión,-0.001953124999999889
2023-06-04,binancecoin,306.6583611040192,48414891022.96105,240928628.69715396,306.6,307.6,304.5,305.0,3,0.516129032258068,Fuerte Volatilidad,-0.005218525766471083
2023-06-05,binancecoin,305.5738864105766,48263423171.78453,360130908.11090463,305.1,305.1,272.0,276.9,3,0.8519637462235657,Fuerte Dirección Bajista,-0.09213114754098373
2023-06-06,binancecoin,276.9408430478417,43725911783.76366,1606745004.2789876,277.0,285.8,273.2,281.2,3,0.3333333333333318,Fuerte Volatilidad,0.015529071867100175
2023-06-07,binancecoin,281.46996949499373,44409349947.91577,1050996255.0724244,281.2,281.8,253.4,259.3,3,0.7711267605633794,Fuerte Dirección Bajista,-0.0778805120910383
2023-06-08,binancecoin,259.2252983528142,40930547462.14595,1054077548.5226247,259.3,267.5,257.1,262.0,3,0.2596153846153841,Indecisión,0.010412649440802113
2023-06-09,binancecoin,262.16808943375315,40853889040.89709,829003936.0658376,261.9,264.4,255.7,260.5,3,0.16091954022988264,Indecisión,-0.005725190839694694
2023-06-10,binancecoin,260.405386752611,40552592782.85319,384002740.6831793,260.6,260.7,228.4,238.7,3,0.6780185758513946,Fuerte Volatilidad,-0.08368522072936668
2023-06-11,binancecoin,239.26532692153265,37283948504.243195,1868589920.1406279,238.8,239.3,233.4,235.4,3,0.5762711864406784,Fuerte Volatilidad,-0.013824884792626668
2023-06-12,binancecoin,235.19926326722918,36623672856.155266,525352299.1390673,235.4,239.3,220.4,231.3,3,0.21693121693121656,Indecisión,-0.017417162276975318
2023-06-13,binancecoin,231.06630754591316,36015676858.416954,1726423383.3793778,231.3,247.0,228.7,244.2,3,0.7049180327868836,Fuerte Dirección Alcista,0.05577172503242522
2023-06-14,binancecoin,243.25213391867743,37842271275.50834,1417020716.6544116,244.1,252.8,232.9,237.9,3,0.31155778894472297,Fuerte Volatilidad,-0.025798525798525707
2023-06-15,binancecoin,237.5081834479831,37009537059.90849,1178173967.523644,237.9,240.8,230.6,236.4,3,0.14705882352941152,Indecisión,-0.006305170239596425
2023-06-16,binancecoin,236.09705812720446,36772367138.23349,741440221.8516564,236.5,243.8,232.2,239.3,3,0.2413793103448281,Indecisión,0.012267343485617532
2023-06-17,binancecoin,239.03627032421315,37264270931.828316,714541857.125214,239.4,249.8,237.2,244.5,3,0.4047619047619036,Fuerte Volatilidad,0.0217300459674048
2023-06-18,binancecoin,244.4266812236501,38098977837.470024,597811857.106641,244.5,248.7,242.3,244.1,3,0.06250000000000111,Indecisión,-0.0016359918200409274
2023-06-19,binancecoin,244.00266831846955,38024105466.61209,462510688.05982405,244.1,245.0,238.3,243.1,3,0.14925373134328385,Indecisión,-0.004096681687832837
2023-06-20,binancecoin,242.74072631083445,37828280143.083626,385774255.0302226,243.0,248.1,238.7,247.7,3,0.4999999999999985,Fuerte Volatilidad,0.018922254216371837
2023-06-21,binancecoin,247.32277891367147,38506222392.05785,590268488.2751402,247.8,254.7,245.0,248.8,3,0.10309278350515476,Indecisión,0.004440855874041194
2023-06-22,binancecoin,249.3582360058018,38934049356.3878,913007771.1265166,248.9,257.0,239.4,240.8,3,0.46022727272727254,Fuerte Volatilidad,-0.032154340836012874
2023-06-23,binancecoin,240.91804260945503,37565674019.61208,1079592073.6647425,240.8,249.8,239.7,244.3,3,0.34653465346534573,Fuerte Volatilidad,0.014534883720930258
2023-06-24,binancecoin,244.2997245266534,38082414938.90012,635733745.49581,244.4,248.7,230.4,236.4,3,0.4371584699453556,Fuerte Volatilidad,-0.032337290216946424
2023-06-25,binancecoin,236.50651116456146,36863106029.2413,737502799.6817774,236.4,244.0,235.0,238.8,3,0.2666666666666673,Indecisión,0.010152284263959421
2023-06-26,binancecoin,238.73962724639145,37187182852.20904,508529258.4997404,238.9,241.3,233.6,236.1,3,0.3636363636363643,Fuerte Volatilidad,-0.011306532663316604
2023-06-27,binancecoin,236.17031917814325,36760211282.02583,515948271.88669056,236.1,240.8,234.5,237.5,3,0.22222222222222274,Indecisión,0.005929690808979204
2023-06-28,binancecoin,237.49634068516482,36994157124.108864,371893026.7501851,237.5,237.6,224.6,230.6,3,0.5307692307692312,Fuerte Volatilidad,-0.02905263157894744
2023-06-29,binancecoin,230.4980397149236,35938618431.36102,648131603.0013635,230.6,236.7,230.4,233.1,3,0.3968253968253979,Fuerte Volatilidad,0.010841283607979202
2023-06-30,binancecoin,233.4062024955106,36395478143.66526,465187400.14813244,233.2,241.7,230.7,240.3,3,0.6454545454545475,Fuerte Volatilidad,0.03088803088803105
2023-07-01,binancecoin,240.51544100177406,37477654423.359566,955712809.2756666,240.4,249.0,240.0,247.9,3,0.8333333333333334,Fuerte Dirección Alcista,0.03162713275072826
2023-07-02,binancecoin,247.34642839040404,38509201810.49287,835243070.6153741,247.8,248.5,242.9,246.5,3,0.2321428571428594,Indecisión,-0.005647438483259437
2023-07-03,binancecoin,245.63090718844742,38268730396.45445,740730697.0915143,246.5,254.7,245.3,246.5,3,0.0,Indecisión,0.0
2023-07-04,binancecoin,246.03229839160534,38332613582.64827,947724682.4708505,246.5,246.9,240.4,242.5,3,0.6153846153846154,Fuerte Volatilidad,-0.016227180527383367
2023-07-05,binancecoin,242.477384029452,37810940338.58492,644743245.5151817,242.5,243.9,235.8,238.9,3,0.44444444444444403,Fuerte Volatilidad,-0.014845360824742193
2023-07-06,binancecoin,238.86260681523098,37284825811.10757,608494036.1527718,239.0,244.5,231.5,232.2,3,0.523076923076924,Fuerte Volatilidad,-0.02804520719966519
2023-07-07,binancecoin,232.49627190853633,36245958961.433495,694188233.9790171,232.3,236.2,231.1,235.6,3,0.6470588235294091,Fuerte Volatilidad,0.014642549526270532
2023-07-08,binancecoin,235.33889258566464,36669054074.67473,494404951.4986446,235.7,237.6,234.2,236.3,3,0.1764705882353005,Indecisión,0.0029711375212224667
2023-07-09,binancecoin,236.1554319712681,36802926316.85087,338013187.9951412,236.3,237.0,232.9,234.1,3,0.5365853658536635,Fuerte Volatilidad,-0.009310198899703859
2023-07-10,binancecoin,234.14041889085686,36475495886.20578,280162182.09928954,234.1,247.0,231.3,246.2,3,0.7707006369426753,Fuerte Dirección Alcista,0.051687313114053834
2023-07-11,binancecoin,245.43929822601103,38198672256.78109,1172157950.552947,246.2,249.5,244.6,248.6,3,0.48979591836734754,Fuerte Volatilidad,0.009748172217709294
2023-07-12,binancecoin,248.39835615416442,38718584412.54342,721813129.8434688,248.6,250.5,242.6,243.9,3,0.5949367088607577,Fuerte Volatilidad,-0.01890587288817369
2023-07-13,binancecoin,244.26861534786934,38043237563.26991,598038429.2310176,243.9,257.8,242.7,256.1,3,0.8079470198675496,Fuerte Dirección Alcista,0.05002050020500204
2023-07-14,binancecoin,255.7882914766138,39815488719.20244,1027295132.9675016,256.2,261.7,243.4,248.1,3,0.44262295081967223,Fuerte Volatilidad,-0.03123779773525981
2023-07-15,binancecoin,247.69585426653344,38561494027.78192,1079333379.4972708,248.1,252.5,246.9,251.1,3,0.5357142857142863,Fuerte Volatilidad,0.012091898428053138
2023-07-16,binancecoin,251.0929864734874,39137854035.67657,404846237.1015673,251.1,252.1,242.0,242.3,3,0.8712871287128701,Fuerte Dirección Bajista,-0.035045798486658675
2023-07-17,binancecoin,242.7494914153577,37826816987.01722,473714439.5384721,242.3,244.9,239.8,244.1,3,0.35294117647058526,Fuerte Volatilidad,0.0074288072637225255
2023-07-18,binancecoin,244.19716787444656,38049123458.503784,760807494.642201,244.1,246.7,237.5,240.2,3,0.42391304347826203,Fuerte Volatilidad,-0.015977058582548165
2023-07-19,binancecoin,240.27093045084683,37417448510.97536,892907015.8444617,240.3,244.1,239.6,240.8,3,0.1111111111111111,Indecisión,0.0024979184013322886
2023-07-20,binancecoin,241.3327728931399,37593967247.68211,505922068.94009894,240.9,245.0,240.3,242.8,3,0.40425531914893836,Fuerte Volatilidad,0.008305647840531671
2023-07-21,binancecoin,242.62477719670818,37843358630.96654,521480007.3588299,242.8,245.4,242.0,243.7,3,0.264705882352934,Indecisión,0.0037067545304776406
2023-07-22,binancecoin,243.7688418945168,37980302697.91931,385301778.82014924,243.8,244.9,240.1,241.1,3,0.5625000000000022,Fuerte Volatilidad,-0.010668855149774337
2023-07-23,binancecoin,240.53785227248912,37472378595.41572,253197293.57865393,241.1,244.0,240.4,242.5,3,0.38888888888889106,Fuerte Volatilidad,0.005806719203649946
2023-07-24,binancecoin,242.38142443213383,37776073344.168205,231161705.97812873,242.4,243.1,235.0,238.9,3,0.4320987654320991,Fuerte Volatilidad,-0.014845360824742193
2023-07-25,binancecoin,238.96549444977495,37216163716.00345,512795353.2773615,238.9,239.8,236.2,237.7,3,0.333333333333336,Fuerte Volatilidad,-0.005023022185014714
2023-07-26,binancecoin,237.73034722946028,37048219779.903534,359635865.7320736,237.8,240.4,236.3,239.0,3,0.29268292682926594,Indecisión,0.005469078670593319
2023-07-27,binancecoin,239.02009171510338,36768425085.167915,397845092.5820036,239.0,244.5,238.4,240.6,3,0.2622950819672124,Indecisión,0.006694560669455951
2023-07-28,binancecoin,240.41736659584296,36977719013.436424,385232386.4664915,240.7,242.9,239.7,241.9,3,0.37500000000000333,Fuerte Volatilidad,0.005403158769742289
2023-07-29,binancecoin,241.85782548004366,37222279132.88286,300272976.7934694,241.9,242.9,241.1,242.4,3,0.277777777777776,Indecisión,0.0020669698222406385
2023-07-30,binancecoin,242.5563254026864,37306014277.37948,251740436.6290865,242.5,243.8,240.3,242.5,3,0.0,Indecisión,0.0004125412541253759
2023-07-31,binancecoin,242.5403316925359,37315750968.66272,314019546.7834789,242.6,244.5,240.5,241.0,3,0.3999999999999986,Fuerte Volatilidad,-0.006185567010309256
2023-08-01,binancecoin,241.19355696466522,37107293025.991974,418086969.3925527,241.0,247.8,237.3,247.7,3,0.638095238095237,Fuerte Volatilidad,0.027800829875518573
2023-08-02,binancecoin,247.42873652130356,37997425239.52763,854382518.1098098,247.8,248.8,235.7,240.7,3,0.5419847328244283,Fuerte Volatilidad,-0.0282599919257166
2023-08-03,binancecoin,240.3790076127766,37035182390.95963,750233247.9259268,240.7,242.8,238.3,241.1,3,0.08888888888889016,Indecisión,0.0016618196925632933
2023-08-04,binancecoin,241.14378745446638,37132273836.48571,390117777.86190295,241.1,243.4,240.2,241.7,3,0.18749999999999722,Indecisión,0.002488593944421469
2023-08-05,binancecoin,241.49220755981716,37114346769.65236,359584156.02984935,241.7,243.3,240.1,243.2,3,0.4687499999999975,Fuerte Volatilidad,0.006206040546131497
2023-08-06,binancecoin,242.88197000996811,37367854737.81706,251536722.07828715,243.3,245.5,242.8,243.2,3,0.03703703703704561,Indecisión,0.0
2023-08-07,binancecoin,242.57499805629092,37324600944.7933,372359290.6820566,243.1,244.9,239.7,242.1,3,0.19230769230769168,Indecisión,-0.004523026315789491
2023-08-08,binancecoin,241.73842465058874,37176907148.642685,410120374.0576311,242.0,248.0,241.5,245.2,3,0.49230769230769056,Fuerte Volatilidad,0.01280462618752587
2023-08-09,binancecoin,245.17942748941834,37713239950.15089,470639117.90814054,245.2,245.5,242.8,243.8,3,0.5185185185185123,Fuerte Volatilidad,-0.005709624796084722
2023-08-10,binancecoin,244.01031482836078,37541806213.868256,401504275.2124687,243.9,244.1,240.5,241.5,3,0.6666666666666693,Fuerte Volatilidad,-0.009433962264150941
2023-08-11,binancecoin,241.2319119151888,37112194985.219864,339047442.161706,241.5,242.3,238.0,239.7,3,0.4186046511627922,Fuerte Volatilidad,-0.007453416149068359
2023-08-12,binancecoin,239.59582183259565,36864812015.19563,363763402.7761661,239.8,241.4,239.3,240.3,3,0.23809523809523875,Indecisión,0.0025031289111390187
2023-08-13,binancecoin,240.0884451308951,36943552949.5638,195205362.18388578,240.3,241.8,239.8,240.2,3,0.05000000000001137,Indecisión,-0.00041614648356236295
2023-08-14,binancecoin,240.03079245155018,36913820931.58021,230763796.0344269,240.2,241.5,239.7,240.4,3,0.11111111111111989,Indecisión,0.0008326394671107629
2023-08-15,binancecoin,240.35805612254566,36970232010.680595,323212804.63247764,240.5,240.8,234.0,236.7,3,0.5588235294117655,Fuerte Volatilidad,-0.015391014975041695
2023-08-16,binancecoin,236.60728496761962,36440851751.89979,480198153.7569262,236.8,237.4,230.7,232.0,3,0.716417910447761,Fuerte Dirección Bajista,-0.01985635825940002
2023-08-17,binancecoin,232.0954857295837,35682968644.367676,518075818.6985822,232.1,232.4,212.5,218.1,3,0.7035175879396983,Fuerte Dirección Bajista,-0.059913793103448354
2023-08-18,binancecoin,217.79553784100364,33552578195.828613,946267402.307433,218.1,220.3,213.5,216.1,3,0.29411764705882304,Indecisión,-0.009170105456212774
2023-08-19,binancecoin,215.97291578847336,33229783482.26745,614638062.6667597,216.0,219.2,213.6,216.8,3,0.14285714285714504,Indecisión,0.003239241092087175
2022-08-21,cardano,0.4521652403438286,15287373242.701645,712605130.5730289,0.4508,0.4726,0.4468,0.4626,4,0.4573643410852718,Fuerte Volatilidad,0.0
2022-08-22,cardano,0.46493735844535267,15737082239.766907,572942227.1883541,0.4627,0.4632,0.4374,0.4615,4,0.046511627906975946,Indecisión,-0.0023778642455685173
2022-08-23,cardano,0.46103966768517546,15558968017.802616,652365390.9596139,0.4614,0.47,0.4457,0.4658,4,0.18106995884773733,Indecisión,0.00931744312026006
2022-08-24,cardano,0.46619724094261006,15758641592.152924,496523434.9409549,0.4659,0.4691,0.4536,0.4578,4,0.5225806451612897,Fuerte Volatilidad,-0.017174753112924046
2022-08-25,cardano,0.45848733182595824,15498632416.57211,419728029.6500707,0.4578,0.4741,0.4574,0.4645,4,0.4011976047904204,Fuerte Volatilidad,0.014635211882918497
2022-08-26,cardano,0.4656488051794113,15769622061.036827,455105017.3512875,0.4645,0.482,0.4257,0.4316,4,0.5843694493783315,Fuerte Volatilidad,-0.07082884822389679
2022-08-27,cardano,0.4324677991726041,14532909604.997637,1067566966.6843,0.4315,0.4514,0.4258,0.4499,4,0.7187500000000008,Fuerte Dirección Alcista,0.04240037071362379
2022-08-28,cardano,0.4518468678970884,15255653329.04104,611619788.9378777,0.4498,0.4544,0.4274,0.4293,4,0.7592592592592572,Fuerte Dirección Bajista,-0.045787952878417415
2022-08-29,cardano,0.43175496959698306,14635063104.049618,422733249.41445947,0.4293,0.453,0.4236,0.4504,4,0.7176870748299313,Fuerte Dirección Alcista,0.04914977870952719
2022-08-30,cardano,0.45175695676604194,15311579937.340343,495542633.8297333,0.4503,0.4628,0.4385,0.4531,4,0.11522633744856074,Indecisión,0.005994671403197094
2022-08-31,cardano,0.45266996993428354,15340224310.072096,545010438.7828535,0.4531,0.4631,0.4446,0.4462,4,0.37297297297297355,Fuerte Volatilidad,-0.015228426395939132
2022-09-01,cardano,0.4466726418878974,15116206759.449072,442697001.1300091,0.4461,0.4624,0.4407,0.4575,4,0.5253456221198167,Fuerte Volatilidad,0.02532496638278814
2022-09-02,cardano,0.45858825849398704,15490616058.460348,488499192.2825552,0.4575,0.4665,0.4487,0.4543,4,0.17977528089887806,Indecisión,-0.006994535519125766
2022-09-03,cardano,0.4548957728918525,15371731935.340862,445202474.1221141,0.4544,0.486,0.4535,0.4803,4,0.796923076923077,Fuerte Dirección Alcista,0.05723090468853176
2022-09-04,cardano,0.480291543128686,16272187678.984571,669578779.8853098,0.4803,0.51,0.4756,0.5035,4,0.6744186046511614,Fuerte Volatilidad,0.04830314386841539
2022-09-05,cardano,0.5026112502036145,16979205843.876228,771344282.1348823,0.5035,0.5076,0.4826,0.4984,4,0.20399999999999688,Indecisión,-0.010129096325719789
2022-09-06,cardano,0.49978189824480035,16869479136.034845,563073797.6770258,0.4985,0.5122,0.4592,0.4625,4,0.6792452830188676,Fuerte Volatilidad,-0.0720304975922953
2022-09-07,cardano,0.46431246441022445,15710782585.77587,840012624.9306988,0.4625,0.4821,0.4536,0.4787,4,0.5684210526315793,Fuerte Volatilidad,0.03502702702702698
2022-09-08,cardano,0.4798317548066893,16275716122.45595,596467887.4374392,0.4787,0.4831,0.4627,0.479,4,0.014705882352939575,Indecisión,0.0006266973052015956
2022-09-09,cardano,0.48003672075889253,16225891068.956755,546946753.3772337,0.4791,0.505,0.4783,0.5022,4,0.8651685393258409,Fuerte Dirección Alcista,0.04843423799582469
2022-09-10,cardano,0.502127662637198,16883909775.078764,735761266.585142,0.5022,0.5242,0.4945,0.5121,4,0.333333333333334,Fuerte Volatilidad,0.01971326164874565
2022-09-11,cardano,0.5125662558826063,17349135568.209515,846515848.166846,0.5121,0.5199,0.5,0.5098,4,0.11557788944723445,Indecisión,-0.004491310290958728
2022-09-12,cardano,0.5085717405815829,17203617072.33247,602005606.8858048,0.5098,0.5197,0.4958,0.5012,4,0.3598326359832653,Fuerte Volatilidad,-0.01686936053354271
2022-09-13,cardano,0.5006117910318423,16929934732.473978,736124582.7163935,0.5013,0.509,0.4612,0.4635,4,0.7907949790794966,Fuerte Dirección Bajista,-0.07521947326416589
2022-09-14,cardano,0.4655851128844718,15757149494.533327,871818623.8724078,0.4635,0.4871,0.462,0.4809,4,0.6932270916334662,Fuerte Volatilidad,0.037540453074433655
2022-09-15,cardano,0.48223182876989734,16255726044.604422,626860025.9736454,0.4807,0.482,0.4619,0.4662,4,0.721393034825871,Fuerte Dirección Bajista,-0.03056768558951961
2022-09-16,cardano,0.46653350620766876,15787367090.023365,563333171.3964566,0.4662,0.4747,0.454,0.4746,4,0.40579710144927633,Fuerte Volatilidad,0.018018018018018056
2022-09-17,cardano,0.474275886041687,16036352648.168653,471827719.7126328,0.4746,0.4883,0.4723,0.4859,4,0.7062499999999979,Fuerte Dirección Alcista,0.023809523809523725
2022-09-18,cardano,0.48773801780505505,16481081019.23323,442079343.1228785,0.4859,0.4904,0.4403,0.4477,4,0.7624750499002002,Fuerte Dirección Bajista,-0.07861699938258904
2022-09-19,cardano,0.44857649373395414,15177820354.668497,558733055.79383,0.4477,0.457,0.4332,0.4527,4,0.2100840336134452,Indecisión,0.011168192986374725
2022-09-20,cardano,0.4547069922944302,15380850389.891703,652710345.4408419,0.4527,0.4545,0.4373,0.4422,4,0.6104651162790705,Fuerte Volatilidad,-0.02319416832339305
2022-09-21,cardano,0.44211060991858475,14971439823.899889,458720063.43224835,0.4423,0.4645,0.4313,0.4389,4,0.10240963855421727,Indecisión,-0.00746268656716409
2022-09-22,cardano,0.44199914135484214,14927028910.26723,1000019241.0326916,0.4388,0.4666,0.4343,0.4584,4,0.6068111455108345,Fuerte Volatilidad,0.04442925495557071
2022-09-23,cardano,0.46022274853817274,15552763941.807796,639659167.8304157,0.4583,0.4825,0.446,0.4618,4,0.09589041095890426,Indecisión,0.0074171029668412825
2022-09-24,cardano,0.46267754316819526,15705053312.774714,840576833.5177985,0.4619,0.4689,0.4504,0.4511,4,0.5837837837837837,Fuerte Volatilidad,-0.023170203551320934
2022-09-25,cardano,0.4528707038191501,15316824192.490423,495364665.5291062,0.451,0.4628,0.4385,0.4464,4,0.18930041152263355,Indecisión,-0.010418975836843258
2022-09-26,cardano,0.4473009934232198,15119251766.601458,447022381.2770915,0.4462,0.4507,0.4365,0.4473,4,0.07746478873239371,Indecisión,0.002016129032258007
2022-09-27,cardano,0.44676799248412524,15075736600.032125,527803459.19310373,0.4473,0.4633,0.4373,0.4411,4,0.23846153846153811,Indecisión,-0.013860943438408158
2022-09-28,cardano,0.44253493225850365,14974356860.255735,575411543.574594,0.4414,0.4431,0.4251,0.4361,4,0.2944444444444457,Indecisión,-0.011335298118340553
2022-09-29,cardano,0.4384459040360633,14823431642.065317,507181125.7977745,0.4362,0.4394,0.4277,0.4381,4,0.16239316239316365,Indecisión,0.004586104104563171
2022-09-30,cardano,0.43797701610059775,14806691717.48292,451700955.3101255,0.4382,0.4415,0.4293,0.4347,4,0.2868852459016399,Indecisión,-0.00776078520885648
2022-10-01,cardano,0.4344260555443908,14696613225.453772,476695048.2153691,0.4346,0.4364,0.4275,0.43,4,0.5168539325842678,Fuerte Volatilidad,-0.010812054290315065
2022-10-02,cardano,0.43090750125091737,14572943700.775814,275605662.6433774,0.4301,0.4328,0.4176,0.4194,4,0.7039473684210522,Fuerte Dirección Bajista,-0.024651162790697678
2022-10-03,cardano,0.4203358263307138,14166555661.598585,349880389.8333772,0.4195,0.4288,0.4158,0.4276,4,0.6230769230769222,Fuerte Volatilidad,0.01955174058178355
2022-10-04,cardano,0.4284228844078707,14489425802.19616,396923709.15801775,0.4276,0.4377,0.4253,0.4355,4,0.6370967741935516,Fuerte Volatilidad,0.01847521047708134
2022-10-05,cardano,0.4364116140393047,14750681909.150242,389554924.53624845,0.4356,0.4367,0.4236,0.4309,4,0.3587786259541971,Fuerte Volatilidad,-0.01056257175660158
2022-10-06,cardano,0.4314549067842627,14592010193.096067,386899877.8492616,0.4309,0.437,0.4255,0.4288,4,0.18260869565217294,Indecisión,-0.004873520538407949
2022-10-07,cardano,0.42899113631463637,14516473487.047983,373891185.47030437,0.4288,0.4304,0.4215,0.424,4,0.5393258426966311,Fuerte Volatilidad,-0.011194029850746356
2022-10-08,cardano,0.4252980966553547,14372895277.920216,376520586.22042555,0.4239,0.4271,0.4188,0.4219,4,0.24096385542168772,Indecisión,-0.0049528301886792025
2022-10-09,cardano,0.4221984363702373,14276638995.589676,256034560.83025283,0.4219,0.4242,0.419,0.423,4,0.21153846153845804,Indecisión,0.0026072529035316983
2022-10-10,cardano,0.42267551750639765,14290398884.442417,244792009.01460546,0.423,0.4268,0.3982,0.4012,4,0.7622377622377614,Fuerte Dirección Bajista,-0.05153664302600469
2022-10-11,cardano,0.4020728336836243,13653344259.453959,433727773.12612426,0.4011,0.4016,0.3837,0.3908,4,0.5754189944134087,Fuerte Volatilidad,-0.025922233300099795
2022-10-12,cardano,0.39087219114800464,13198595290.310684,562570768.2764642,0.3907,0.3954,0.376,0.3814,4,0.4793814432989685,Fuerte Volatilidad,-0.0240532241555782
2022-10-13,cardano,0.38146792692436177,12901537611.637196,400079678.543493,0.3814,0.3824,0.349,0.3768,4,0.1377245508982032,Indecisión,-0.012060828526481382
2022-10-14,cardano,0.37852174448231907,12791915350.828714,858230070.8400732,0.3769,0.389,0.3606,0.3667,4,0.35915492957746387,Fuerte Volatilidad,-0.026804670912951134
2022-10-15,cardano,0.3672755754076161,12392689792.863262,487794378.2502631,0.3667,0.37,0.3612,0.3641,4,0.29545454545455163,Indecisión,-0.0070902645214072635
2022-10-16,cardano,0.3640513982355477,12309037704.759996,311812753.17592186,0.3641,0.3749,0.3638,0.3703,4,0.5585585585585621,Fuerte Volatilidad,0.017028288931612234
2022-10-17,cardano,0.37037167968174506,12515578717.08945,297264807.4497895,0.3703,0.3758,0.366,0.3723,4,0.20408163265306076,Indecisión,0.0054010261949770655
2022-10-18,cardano,0.37339832006009727,12609605254.111353,321996860.0805827,0.3724,0.3743,0.3569,0.3624,4,0.5747126436781606,Fuerte Volatilidad,-0.02659145850120881
2022-10-19,cardano,0.3625218701778715,12256641766.95576,380762928.3209235,0.3624,0.3624,0.347,0.3497,4,0.8246753246753227,Fuerte Dirección Bajista,-0.035044150110375205
2022-10-20,cardano,0.35002221867559574,11852415892.097557,415923322.68789476,0.3496,0.3557,0.3364,0.3402,4,0.48704663212435234,Fuerte Volatilidad,-0.02716614240777815
