,Cripto,fechas,pricesnew,market_capsnew,total_volumesnew
606,binancecoin,2023-04-14,325.0341443090158,51295369255.15624,632784569.0034571
607,binancecoin,2023-04-15,328.9755384219034,51952175557.44118,1091698237.2954452
608,binancecoin,2023-04-16,333.266296467958,52662920698.98643,740571912.0321591
609,binancecoin,2023-04-17,347.8655893098676,54913630927.486694,1075190126.1522682
610,binancecoin,2023-04-18,340.03004651198586,53664070532.38938,973941455.2752048
611,binancecoin,2023-04-19,343.00901173127,54204297110.629776,846447082.4196671
612,binancecoin,2023-04-20,322.34716571708833,50996266810.04863,985507232.8301048
613,binancecoin,2023-04-21,317.77556938892235,50076803639.50295,683865621.1906222
614,binancecoin,2023-04-22,321.60421889024843,50793309306.65276,1346836221.2535708
615,binancecoin,2023-04-23,332.41201969037337,52527550309.24134,832518965.5138868
616,binancecoin,2023-04-24,330.68001375587465,52165975187.261345,813713561.073793
617,binancecoin,2023-04-25,331.1471066323074,52279828638.58975,824508784.7691495
618,binancecoin,2023-04-26,339.0962537117164,53516035779.15106,785289597.8002714
619,binancecoin,2023-04-27,330.4372156836176,52172391454.20013,1092842791.8911736
620,binancecoin,2023-04-28,331.5148364790334,52415571800.62267,1343734688.545247
621,binancecoin,2023-04-29,324.4799022382828,51224904112.21141,1424162567.5061238
622,binancecoin,2023-04-30,321.77391168866126,50858247900.902855,478613089.0929595
623,binancecoin,2023-05-01,337.6215212994704,53251356964.08738,1090442723.9241323
624,binancecoin,2023-05-02,328.9725550089708,51933432316.78136,1154791180.8624334
625,binancecoin,2023-05-03,322.2059436368959,50888408585.051125,452507446.7635952
626,binancecoin,2023-05-04,326.01182088942784,51423455643.062675,1041154858.9621879
627,binancecoin,2023-05-05,323.82421148772386,51152998817.71411,454308974.55896395
628,binancecoin,2023-05-06,326.82490276030387,51599872888.76784,576517785.5530643
629,binancecoin,2023-05-07,322.6977535410197,50941464918.84523,549648650.1549742
630,binancecoin,2023-05-08,322.3089028714367,50844724701.01066,444617992.24262005
631,binancecoin,2023-05-09,313.94156856920586,49549048278.85516,621524860.6649976
632,binancecoin,2023-05-10,312.1294017311269,49306858317.02498,412928463.99646336
633,binancecoin,2023-05-11,314.5751738652739,49662394089.82591,610558342.6825503
634,binancecoin,2023-05-12,307.78799868357,48590747015.145386,524985558.4976984
635,binancecoin,2023-05-13,308.60026080268045,48690756821.32476,603776405.9566348
636,binancecoin,2023-05-14,311.03920511777085,49210307280.171486,381183863.94756055
637,binancecoin,2023-05-15,311.9023438460837,49226381036.031876,426917645.7935615
638,binancecoin,2023-05-16,313.9375856517256,49558425064.87145,434872016.3940915
639,binancecoin,2023-05-17,311.45925112822425,49198400100.68134,390805629.91909724
640,binancecoin,2023-05-18,313.9516100120125,49564395153.54566,431598390.2826202
641,binancecoin,2023-05-19,309.50065949334936,48900502712.38072,316671000.3153819
642,binancecoin,2023-05-20,308.9792844963675,48777238815.930244,390450101.44086295
643,binancecoin,2023-05-21,310.4705257328921,49028080180.81345,261538250.27637964
644,binancecoin,2023-05-22,306.56123208325135,48421119398.916626,328187256.0538177
645,binancecoin,2023-05-23,309.2577489066656,48826800669.845406,419078722.2306527
646,binancecoin,2023-05-24,313.45861780739114,49487912474.3718,450626058.76476717
647,binancecoin,2023-05-25,305.9640462400946,48339367034.93587,558652434.6663421
648,binancecoin,2023-05-26,304.6880643024019,48114670546.03777,467849342.93963796
649,binancecoin,2023-05-27,307.1453631766937,48475838353.5443,79448807.66830647
650,binancecoin,2023-05-28,307.45404033044167,48532513898.69942,421897365.41777456
651,binancecoin,2023-05-29,314.3365132543216,49657163876.2715,524592983.40870756
652,binancecoin,2023-05-30,311.5659470891866,49223754312.89366,753644238.4394339
653,binancecoin,2023-05-31,311.6037345433532,49203273430.55764,374599802.6073529
654,binancecoin,2023-06-01,307.0113284146113,48465020079.37226,693972293.3374982
655,binancecoin,2023-06-02,304.98131566266824,48171977973.12554,442629865.14070344
656,binancecoin,2023-06-03,307.29717562663143,48523200816.46817,495073166.04881245
657,binancecoin,2023-06-04,306.6583611040192,48414891022.96105,240928628.69715396
658,binancecoin,2023-06-05,305.5738864105766,48263423171.78453,360130908.11090463
659,binancecoin,2023-06-06,276.9408430478417,43725911783.76366,1606745004.2789876
660,binancecoin,2023-06-07,281.46996949499373,44409349947.91577,1050996255.0724244
661,binancecoin,2023-06-08,259.2252983528142,40930547462.14595,1054077548.5226247
662,binancecoin,2023-06-09,262.16808943375315,40853889040.89709,829003936.0658376
663,binancecoin,2023-06-10,260.405386752611,40552592782.85319,384002740.6831793
664,binancecoin,2023-06-11,239.26532692153265,37283948504.243195,1868589920.1406279
665,binancecoin,2023-06-12,235.19926326722918,36623672856.155266,525352299.1390673
666,binancecoin,2023-06-13,231.06630754591316,36015676858.416954,1726423383.3793778
667,binancecoin,2023-06-14,243.25213391867743,37842271275.50834,1417020716.6544116
668,binancecoin,2023-06-15,237.5081834479831,37009537059.90849,1178173967.523644
669,binancecoin,2023-06-16,236.09705812720446,36772367138.23349,741440221.8516564
670,binancecoin,2023-06-17,239.03627032421315,37264270931.828316,714541857.125214
671,binancecoin,2023-06-18,244.4266812236501,38098977837.470024,597811857.106641
672,binancecoin,2023-06-19,244.00266831846955,38024105466.61209,462510688.05982405
673,binancecoin,2023-06-20,242.74072631083445,37828280143.083626,385774255.0302226
674,binancecoin,2023-06-21,247.32277891367147,38506222392.05785,590268488.2751402
675,binancecoin,2023-06-22,249.3582360058018,38934049356.3878,913007771.1265166
676,binancecoin,2023-06-23,240.91804260945503,37565674019.61208,1079592073.6647425
677,binancecoin,2023-06-24,244.2997245266534,38082414938.90012,635733745.49581
678,binancecoin,2023-06-25,236.50651116456146,36863106029.2413,737502799.6817774
679,binancecoin,2023-06-26,238.73962724639145,37187182852.20904,508529258.4997404
680,binancecoin,2023-06-27,236.17031917814325,36760211282.02583,515948271.88669056
681,binancecoin,2023-06-28,237.49634068516482,36994157124.108864,371893026.7501851
682,binancecoin,2023-06-29,230.4980397149236,35938618431.36102,648131603.0013635
683,binancecoin,2023-06-30,233.4062024955106,36395478143.66526,465187400.14813244
684,binancecoin,2023-07-01,240.51544100177406,37477654423.359566,955712809.2756666
685,binancecoin,2023-07-02,247.34642839040404,38509201810.49287,835243070.6153741
686,binancecoin,2023-07-03,245.63090718844742,38268730396.45445,740730697.0915143
687,binancecoin,2023-07-04,246.03229839160534,38332613582.64827,947724682.4708505
688,binancecoin,2023-07-05,242.477384029452,37810940338.58492,644743245.5151817
689,binancecoin,2023-07-06,238.86260681523098,37284825811.10757,608494036.1527718
690,binancecoin,2023-07-07,232.49627190853633,36245958961.433495,694188233.9790171
691,binancecoin,2023-07-08,235.33889258566464,36669054074.67473,494404951.4986446
692,binancecoin,2023-07-09,236.1554319712681,36802926316.85087,338013187.9951412
693,binancecoin,2023-07-10,234.14041889085686,36475495886.20578,280162182.09928954
694,binancecoin,2023-07-11,245.43929822601103,38198672256.78109,1172157950.552947
695,binancecoin,2023-07-12,248.39835615416442,38718584412.54342,721813129.8434688
696,binancecoin,2023-07-13,244.26861534786934,38043237563.26991,598038429.2310176
697,binancecoin,2023-07-14,255.7882914766138,39815488719.20244,1027295132.9675016
698,binancecoin,2023-07-15,247.69585426653344,38561494027.78192,1079333379.4972708
699,binancecoin,2023-07-16,251.0929864734874,39137854035.67657,404846237.1015673
700,binancecoin,2023-07-17,242.7494914153577,37826816987.01722,473714439.5384721
701,binancecoin,2023-07-18,244.19716787444656,38049123458.503784,760807494.642201
702,binancecoin,2023-07-19,240.27093045084683,37417448510.97536,892907015.8444617
703,binancecoin,2023-07-20,241.3327728931399,37593967247.68211,505922068.94009894
704,binancecoin,2023-07-21,242.62477719670818,37843358630.96654,521480007.3588299
705,binancecoin,2023-07-22,243.7688418945168,37980302697.91931,385301778.82014924
706,binancecoin,2023-07-23,240.53785227248912,37472378595.41572,253197293.57865393
707,binancecoin,2023-07-24,242.38142443213383,37776073344.168205,231161705.97812873
708,binancecoin,2023-07-25,238.96549444977495,37216163716.00345,512795353.2773615
709,binancecoin,2023-07-26,237.73034722946028,37048219779.903534,359635865.7320736
710,binancecoin,2023-07-27,239.02009171510338,36768425085.167915,397845092.5820036
711,binancecoin,2023-07-28,240.41736659584296,36977719013.436424,385232386.4664915
712,binancecoin,2023-07-29,241.85782548004366,37222279132.88286,300272976.7934694
713,binancecoin,2023-07-30,242.5563254026864,37306014277.37948,251740436.6290865
714,binancecoin,2023-07-31,242.5403316925359,37315750968.66272,314019546.7834789
715,binancecoin,2023-08-01,241.19355696466522,37107293025.991974,418086969.3925527
716,binancecoin,2023-08-02,247.42873652130356,37997425239.52763,854382518.1098098
717,binancecoin,2023-08-03,240.3790076127766,37035182390.95963,750233247.9259268
718,binancecoin,2023-08-04,241.14378745446638,37132273836.48571,390117777.86190295
719,binancecoin,2023-08-05,241.49220755981716,37114346769.65236,359584156.02984935
720,binancecoin,2023-08-06,242.88197000996811,37367854737.81706,251536722.07828715
721,binancecoin,2023-08-07,242.57499805629092,37324600944.7933,372359290.6820566
722,binancecoin,2023-08-08,241.73842465058874,37176907148.642685,410120374.0576311
723,binancecoin,2023-08-09,245.17942748941834,37713239950.15089,470639117.90814054
724,binancecoin,2023-08-10,244.01031482836078,37541806213.868256,401504275.2124687
725,binancecoin,2023-08-11,241.2319119151888,37112194985.219864,339047442.161706
726,binancecoin,2023-08-12,239.59582183259565,36864812015.19563,363763402.7761661
727,binancecoin,2023-08-13,240.0884451308951,36943552949.5638,195205362.18388578
728,binancecoin,2023-08-14,240.03079245155018,36913820931.58021,230763796.0344269
729,binancecoin,2023-08-15,240.35805612254566,36970232010.680595,323212804.63247764
730,cardano,2022-08-16,0.5524586981510534,18697412375.465492,823679937.8247002
731,cardano,2022-08-17,0.5597850009073527,18927844549.39547,680713342.7538884
732,cardano,2022-08-18,0.5393016068527493,18212548966.162533,996531852.8378624
733,cardano,2022-08-19,0.514486880521632,17412399056.99138,574175563.3406008
734,cardano,2022-08-20,0.4525472208413106,15264620469.32385,1131869911.1782553
735,cardano,2022-08-21,0.4521652403438286,15287373242.701645,712605130.5730289
736,cardano,2022-08-22,0.46493735844535267,15737082239.766907,572942227.1883541
737,cardano,2022-08-23,0.46103966768517546,15558968017.802616,652365390.9596139
738,cardano,2022-08-24,0.46619724094261006,15758641592.152924,496523434.9409549
739,cardano,2022-08-25,0.45848733182595824,15498632416.57211,419728029.6500707
740,cardano,2022-08-26,0.4656488051794113,15769622061.036827,455105017.3512875
741,cardano,2022-08-27,0.4324677991726041,14532909604.997637,1067566966.6843
742,cardano,2022-08-28,0.4518468678970884,15255653329.04104,611619788.9378777
743,cardano,2022-08-29,0.43175496959698306,14635063104.049618,422733249.41445947
744,cardano,2022-08-30,0.45175695676604194,15311579937.340343,495542633.8297333
745,cardano,2022-08-31,0.45266996993428354,15340224310.072096,545010438.7828535
746,cardano,2022-09-01,0.4466726418878974,15116206759.449072,442697001.1300091
747,cardano,2022-09-02,0.45858825849398704,15490616058.460348,488499192.2825552
748,cardano,2022-09-03,0.4548957728918525,15371731935.340862,445202474.1221141
749,cardano,2022-09-04,0.480291543128686,16272187678.984571,669578779.8853098
750,cardano,2022-09-05,0.5026112502036145,16979205843.876228,771344282.1348823
751,cardano,2022-09-06,0.49978189824480035,16869479136.034845,563073797.6770258
752,cardano,2022-09-07,0.46431246441022445,15710782585.77587,840012624.9306988
753,cardano,2022-09-08,0.4798317548066893,16275716122.45595,596467887.4374392
754,cardano,2022-09-09,0.48003672075889253,16225891068.956755,546946753.3772337
755,cardano,2022-09-10,0.502127662637198,16883909775.078764,735761266.585142
756,cardano,2022-09-11,0.5125662558826063,17349135568.209515,846515848.166846
757,cardano,2022-09-12,0.5085717405815829,17203617072.33247,602005606.8858048
758,cardano,2022-09-13,0.5006117910318423,16929934732.473978,736124582.7163935
759,cardano,2022-09-14,0.4655851128844718,15757149494.533327,871818623.8724078
760,cardano,2022-09-15,0.48223182876989734,16255726044.604422,626860025.9736454
761,cardano,2022-09-16,0.46653350620766876,15787367090.023365,563333171.3964566
762,cardano,2022-09-17,0.474275886041687,16036352648.168653,471827719.7126328
763,cardano,2022-09-18,0.48773801780505505,16481081019.23323,442079343.1228785
764,cardano,2022-09-19,0.44857649373395414,15177820354.668497,558733055.79383
765,cardano,2022-09-20,0.4547069922944302,15380850389.891703,652710345.4408419
766,cardano,2022-09-21,0.44211060991858475,14971439823.899889,458720063.43224835
767,cardano,2022-09-22,0.44199914135484214,14927028910.26723,1000019241.0326916
768,cardano,2022-09-23,0.46022274853817274,15552763941.807796,639659167.8304157
769,cardano,2022-09-24,0.46267754316819526,15705053312.774714,840576833.5177985
770,cardano,2022-09-25,0.4528707038191501,15316824192.490423,495364665.5291062
771,cardano,2022-09-26,0.4473009934232198,15119251766.601458,447022381.2770915
772,cardano,2022-09-27,0.44676799248412524,15075736600.032125,527803459.19310373
773,cardano,2022-09-28,0.44253493225850365,14974356860.255735,575411543.574594
774,cardano,2022-09-29,0.4384459040360633,14823431642.065317,507181125.7977745
775,cardano,2022-09-30,0.43797701610059775,14806691717.48292,451700955.3101255
776,cardano,2022-10-01,0.4344260555443908,14696613225.453772,476695048.2153691
777,cardano,2022-10-02,0.43090750125091737,14572943700.775814,275605662.6433774
778,cardano,2022-10-03,0.4203358263307138,14166555661.598585,349880389.8333772
779,cardano,2022-10-04,0.4284228844078707,14489425802.19616,396923709.15801775
780,cardano,2022-10-05,0.4364116140393047,14750681909.150242,389554924.53624845
781,cardano,2022-10-06,0.4314549067842627,14592010193.096067,386899877.8492616
782,cardano,2022-10-07,0.42899113631463637,14516473487.047983,373891185.47030437
783,cardano,2022-10-08,0.4252980966553547,14372895277.920216,376520586.22042555
784,cardano,2022-10-09,0.4221984363702373,14276638995.589676,256034560.83025283
785,cardano,2022-10-10,0.42267551750639765,14290398884.442417,244792009.01460546
786,cardano,2022-10-11,0.4020728336836243,13653344259.453959,433727773.12612426
787,cardano,2022-10-12,0.39087219114800464,13198595290.310684,562570768.2764642
788,cardano,2022-10-13,0.38146792692436177,12901537611.637196,400079678.543493
789,cardano,2022-10-14,0.37852174448231907,12791915350.828714,858230070.8400732
790,cardano,2022-10-15,0.3672755754076161,12392689792.863262,487794378.2502631
791,cardano,2022-10-16,0.3640513982355477,12309037704.759996,311812753.17592186
792,cardano,2022-10-17,0.37037167968174506,12515578717.08945,297264807.4497895
793,cardano,2022-10-18,0.37339832006009727,12609605254.111353,321996860.0805827
794,cardano,2022-10-19,0.3625218701778715,12256641766.95576,380762928.3209235
795,cardano,2022-10-20,0.35002221867559574,11852415892.097557,415923322.68789476
796,cardano,2022-10-21,0.34013722548807906,11498614666.31761,471611618.8314314
797,cardano,2022-10-22,0.34928826290170106,12240818816.612799,499292036.85871
798,cardano,2022-10-23,0.35157319053335273,12322276862.645452,337935170.3284901
799,cardano,2022-10-24,0.3619170900273708,12679018038.412863,384355315.39422286
800,cardano,2022-10-25,0.3571781473990901,12514592960.486607,376006394.12950903
801,cardano,2022-10-26,0.4030334080328212,14125111627.502726,1142066696.3814633
802,cardano,2022-10-27,0.4032445069791389,14116657054.038143,744946954.6647252
803,cardano,2022-10-28,0.3888590355999426,13643453921.010435,680572977.9910443
804,cardano,2022-10-29,0.40414491717367923,14152659906.88777,600688333.606234
805,cardano,2022-10-30,0.41820027178528085,14641239556.103518,834938838.5776018
806,cardano,2022-10-31,0.40530840475080265,14192539385.426718,546408379.8270994
807,cardano,2022-11-01,0.4061606265048067,14239209401.858196,541574807.846433
808,cardano,2022-11-02,0.40107801303229046,14046284574.960236,424389249.7864117
809,cardano,2022-11-03,0.38621096907437,13531395048.584606,689133409.863233
810,cardano,2022-11-04,0.3892902544894817,13636465621.525717,416914850.6662955
811,cardano,2022-11-05,0.4215241135694441,14770772848.80776,899389018.3221228
812,cardano,2022-11-06,0.4269243068384789,14968764185.776579,682987248.0342126
813,cardano,2022-11-07,0.4040429710490429,14171602326.781609,472977370.27640575
814,cardano,2022-11-08,0.4042435553968207,14151650831.070724,550073849.867848
815,cardano,2022-11-09,0.3724793926507342,13126700296.842077,1313554146.6388986
816,cardano,2022-11-10,0.3159747035749475,11086726499.35976,1208738101.7334602
817,cardano,2022-11-11,0.3698854969369306,12938175177.244574,1161366328.8596087
818,cardano,2022-11-12,0.35633389903028984,12444528721.08047,594772825.4540176
819,cardano,2022-11-13,0.3399324126919794,11909550599.84657,393108578.4016874
820,cardano,2022-11-14,0.33017816780109055,11537810805.967918,389879990.74895567
821,cardano,2022-11-15,0.3325812192248872,11680062072.096699,500083635.9388897
822,cardano,2022-11-16,0.3379223378648112,11858620450.333735,318852397.64077646
823,cardano,2022-11-17,0.3334291636417461,11685096496.962877,288997279.33716375
824,cardano,2022-11-18,0.3256427235965281,11413410277.380383,243926480.64010152
825,cardano,2022-11-19,0.3271994657923801,11463611476.638016,230764123.87882555
826,cardano,2022-11-20,0.32913282180947495,11538888613.658794,159093236.6692909
827,cardano,2022-11-21,0.31338236566683925,10999857007.735691,243968944.42498603
828,cardano,2022-11-22,0.30554635185166656,10711858132.643946,410358624.1490884
829,cardano,2022-11-23,0.3121956761966735,10978554936.15271,310040647.7476829
830,cardano,2022-11-24,0.31936446191160833,11202669269.720907,330445669.4295261
831,cardano,2022-11-25,0.31726935418021923,11115483394.812567,229337223.03189248
832,cardano,2022-11-26,0.3160263929630735,11085465954.127386,229728299.94177344
833,cardano,2022-11-27,0.31432809210317963,11008659410.721725,216285094.40415594
834,cardano,2022-11-28,0.3137726044195829,11002188040.756248,178897464.43869504
835,cardano,2022-11-29,0.30704395379564303,10761215051.144459,297400876.2573056
836,cardano,2022-11-30,0.31007168662826595,10871692878.157093,186459858.88183987
837,cardano,2022-12-01,0.32036336999369297,11241301722.290821,280053878.8090341
838,cardano,2022-12-02,0.3153375502816153,11049222186.199265,203650152.0533426
839,cardano,2022-12-03,0.31996142611592254,11217744518.449362,185173347.5545493
840,cardano,2022-12-04,0.3208384826526819,11266463422.231167,229698667.91841096
841,cardano,2022-12-05,0.323576351728209,11337246348.083195,175131072.82691193
842,cardano,2022-12-06,0.3203095895767889,11229740361.424658,205247917.13067138
843,cardano,2022-12-07,0.31915716453343784,11171270420.656044,159871857.69683614
844,cardano,2022-12-08,0.310985114005868,10911580962.250353,217458742.3025737
845,cardano,2022-12-09,0.3149178263848167,11042204197.991657,170856072.86046755
846,cardano,2022-12-10,0.31240874509360667,10947127564.142126,161879381.5627049
847,cardano,2022-12-11,0.3131223507060465,10955129108.922724,89086469.11487137
848,cardano,2022-12-12,0.3082595033901836,10795338642.164318,117231304.42719582
849,cardano,2022-12-13,0.3071820518723824,10765213994.412956,182275972.19121635
850,cardano,2022-12-14,0.3122753240931365,10947773351.028315,322716718.24455327
851,cardano,2022-12-15,0.3083642500942882,10807853982.688818,266724848.77993873
852,cardano,2022-12-16,0.299540773872443,10507439028.029617,231166876.2783708
853,cardano,2022-12-17,0.2644755733706918,9209359368.259087,450953840.6379517
854,cardano,2022-12-18,0.2674500196631341,9371061912.52424,357667134.6152626
855,cardano,2022-12-19,0.26660279795921943,9380446763.925055,200137566.98486248
856,cardano,2022-12-20,0.2528340472956252,8873184620.700447,234453354.99381897
857,cardano,2022-12-21,0.2594727994205192,9090926650.088385,193006846.68226376
858,cardano,2022-12-22,0.2532859460914755,8877957164.938986,215629099.9968907
859,cardano,2022-12-23,0.2566585951875997,8992871450.40732,181065917.5876558
860,cardano,2022-12-24,0.25987112956145525,9102643325.100744,184364462.2464073
861,cardano,2022-12-25,0.2595962174996505,9108089569.82464,89276162.84465127
862,cardano,2022-12-26,0.2596384912708029,9092589291.55371,115170654.41201364
863,cardano,2022-12-27,0.2653712277296782,9291688438.037796,155086399.88569424
864,cardano,2022-12-28,0.2604918020443702,9120634176.32661,147957477.73168173
865,cardano,2022-12-29,0.2484055272755931,8706852770.635092,219098207.21309114
866,cardano,2022-12-30,0.2443147559531476,8562205774.727905,228559837.82162708
867,cardano,2022-12-31,0.24571201087080485,8607991177.831968,171616881.24857488
868,cardano,2023-01-01,0.24639829421855938,8639667066.713358,155399786.83368626
869,cardano,2023-01-02,0.24993772427992364,8760815157.937347,118008081.88577779
870,cardano,2023-01-03,0.25394846335971893,8909442495.772968,166467580.33024943
871,cardano,2023-01-04,0.2531435084634493,8866077129.565514,158429114.05625778
872,cardano,2023-01-05,0.26794792110359367,9386328191.022104,308444828.85420716
873,cardano,2023-01-06,0.269366459596555,9439944979.112,186258828.28031313
874,cardano,2023-01-07,0.27887811860425876,9774060225.656029,353554254.36789334
875,cardano,2023-01-08,0.2774524659918043,9715964551.298452,173174628.34261802
876,cardano,2023-01-09,0.29361520471369507,10300606515.15158,413304042.3639351
877,cardano,2023-01-10,0.31717078990552633,11122330043.38504,974414951.91249
878,cardano,2023-01-11,0.32265846715714724,11292662260.684406,445919255.68461436
879,cardano,2023-01-12,0.3234089195684316,11308683137.517609,354859513.33998877
880,cardano,2023-01-13,0.33002479917155986,11570628015.204136,562673087.8716764
881,cardano,2023-01-14,0.3453714599228635,12093797768.19843,410767751.67827827
882,cardano,2023-01-15,0.3519119190637228,12362646517.736372,835035759.7752243
883,cardano,2023-01-16,0.35045732196034823,12260892656.876629,390932534.53855395
884,cardano,2023-01-17,0.3502826492228772,12264237310.305292,445014768.5011581
885,cardano,2023-01-18,0.3465310982996337,12137020401.334948,300478175.2813681
886,cardano,2023-01-19,0.32785588752130307,11479445708.995796,452576275.4706946
887,cardano,2023-01-20,0.33953796071519227,11908339088.063757,245283868.60225913
888,cardano,2023-01-21,0.3636230849781876,12706691031.137093,363818582.113123
889,cardano,2023-01-22,0.36933689795524227,12927454159.661879,618878365.285699
890,cardano,2023-01-23,0.37754569585448855,13229237078.193174,603642881.0813547
891,cardano,2023-01-24,0.3764909874045472,13188812335.29959,507459192.98282266
892,cardano,2023-01-25,0.359068699526837,12577247529.525206,351284235.0738831
893,cardano,2023-01-26,0.3742839180589751,13107855671.302519,389497975.61468655
894,cardano,2023-01-27,0.3807430116028526,13350884665.904545,462182515.74284977
895,cardano,2023-01-28,0.38988860471453446,13626543158.560867,360808198.5965186
896,cardano,2023-01-29,0.3826326737967218,13394216456.283022,366609117.2041258
897,cardano,2023-01-30,0.3968034665567562,13886339439.642038,334441514.12323135
898,cardano,2023-01-31,0.37328099290590605,13050686924.400314,406195562.76809275
899,cardano,2023-02-01,0.3923269344272565,13739947311.515242,485110346.30610865
900,cardano,2023-02-02,0.3978843660000393,13941650401.95893,506205683.8664071
901,cardano,2023-02-03,0.39949529513430415,14004431006.110123,573959330.9986911
902,cardano,2023-02-04,0.4049394371081902,14195163826.609682,390999633.4526748
903,cardano,2023-02-05,0.400012041130663,14050882551.241644,263084740.45153815
904,cardano,2023-02-06,0.3928544917532688,13784689201.47828,350978984.6150683
905,cardano,2023-02-07,0.38302342670806544,13413615316.698278,341533271.40342003
906,cardano,2023-02-08,0.39950283608913295,13995112011.822542,366338560.6024305
907,cardano,2023-02-09,0.3946134010769468,13838767400.638256,342730685.9609066
908,cardano,2023-02-10,0.3625319604295746,12700635423.238155,490910349.17458993
909,cardano,2023-02-11,0.3590852498770424,12591878338.215193,360263656.7773849
910,cardano,2023-02-12,0.3701208341223441,12978050863.776833,224862636.99963212
911,cardano,2023-02-13,0.36426245969313625,12779268330.277773,233568066.53148624
912,cardano,2023-02-14,0.36015973791651007,12621979856.387705,372826401.50569105
913,cardano,2023-02-15,0.3872922178928387,13575572016.582714,498029508.5868461
914,cardano,2023-02-16,0.4130852886604641,14353519091.99043,484645105.67497915
915,cardano,2023-02-17,0.39081533800352897,13639995276.217663,565088424.0493953
916,cardano,2023-02-18,0.4050167658008515,14191016122.507013,417077588.79084706
917,cardano,2023-02-19,0.4069117513719228,14237828858.494202,322186852.7354176
918,cardano,2023-02-20,0.3994330904593501,14043747857.23161,342488595.3794008
919,cardano,2023-02-21,0.40308201111099573,14132819917.786251,382673397.11391157
920,cardano,2023-02-22,0.3924300177697884,13736559470.466208,393877647.4711077
921,cardano,2023-02-23,0.38879942471570633,13650328636.799568,394239750.17171454
922,cardano,2023-02-24,0.38371971112473635,13422878914.715439,290508904.52333933
923,cardano,2023-02-25,0.3659320724562127,12831951055.729671,391515903.653899
924,cardano,2023-02-26,0.3626513148487202,12705604283.914536,295147832.66455644
925,cardano,2023-02-27,0.36910124143563255,12940252749.38211,238357219.73382637
926,cardano,2023-02-28,0.3654013189181053,12807607550.16821,252916442.78446364
927,cardano,2023-03-01,0.3527432177275084,12341133082.020231,238422456.275961
928,cardano,2023-03-02,0.36108421902694204,12657714408.580032,229268366.11614817
929,cardano,2023-03-03,0.3504503118629127,12275830909.822632,246329386.29308638
930,cardano,2023-03-04,0.343687410203364,12041249033.671446,412463637.78829587
931,cardano,2023-03-05,0.3372756948261113,11812934508.251123,170389737.09304863
932,cardano,2023-03-06,0.33773856213566666,11830384853.655737,165818600.97143966
933,cardano,2023-03-07,0.33145635414875074,11606828343.000158,219304840.31621477
934,cardano,2023-03-08,0.3313400143931543,11581376193.203402,269091570.5703871
935,cardano,2023-03-09,0.31838638815370496,11172310270.030876,288851784.32819235
936,cardano,2023-03-10,0.3103243932849642,10838510891.387287,443854133.9905746
937,cardano,2023-03-11,0.3156142442271207,11089276348.220562,468493562.07914543
938,cardano,2023-03-12,0.3059309689361199,10679679301.253176,434989029.7644779
939,cardano,2023-03-13,0.33101407162235824,11581630428.392332,380024634.1860197
940,cardano,2023-03-14,0.3439401177420355,12065878442.194693,662927956.1389902
941,cardano,2023-03-15,0.3444029860231542,12090327310.891384,596424616.0981154
942,cardano,2023-03-16,0.325547359499502,11397464259.210308,599759982.2065071
943,cardano,2023-03-17,0.32678795826223883,11454977425.587471,364685850.2889938
944,cardano,2023-03-18,0.35024834492440843,12259836658.815914,451127452.5133043
945,cardano,2023-03-19,0.33896790784784053,11885994889.751339,405181332.2523505
946,cardano,2023-03-20,0.3485344878650676,12284106876.322376,316033206.9485012
947,cardano,2023-03-21,0.3346745876648634,11740413064.04814,364629687.48782945
948,cardano,2023-03-22,0.373103830133536,13061409181.133974,659905518.2570659
949,cardano,2023-03-23,0.3630630488297246,12707537391.713314,922448613.1982259
950,cardano,2023-03-24,0.3739080566629692,13090883001.253225,413474704.3827974
951,cardano,2023-03-25,0.36243523899633273,12706876812.148476,353544632.98322606
952,cardano,2023-03-26,0.35472284614846633,12433136118.863832,266325927.98274365
953,cardano,2023-03-27,0.35701057256098917,12535421606.29749,272202713.0690776
954,cardano,2023-03-28,0.3469158663951661,12138644788.449602,336956582.7409677
955,cardano,2023-03-29,0.3693229983329013,12941771031.311245,368290970.54818445
956,cardano,2023-03-30,0.38258909709236333,13413184620.042393,537119162.8428296
957,cardano,2023-03-31,0.37709268167474286,13226069415.324286,429889697.11264473
958,cardano,2023-04-01,0.3994645169294982,14009040303.900806,716335255.9501815
959,cardano,2023-04-02,0.3939027697020029,13824277589.688261,388714587.1512622
960,cardano,2023-04-03,0.382295535404939,13389440672.101046,320100355.8623564
961,cardano,2023-04-04,0.3877793388364147,13631038603.44044,683769265.034847
962,cardano,2023-04-05,0.3900193739362444,13665129449.301636,400460060.60802567
963,cardano,2023-04-06,0.392669708759756,13768988507.453007,309234324.8824121
964,cardano,2023-04-07,0.38378725366263383,13463680142.899551,290787654.9883234
965,cardano,2023-04-08,0.38428571675194373,13475498915.163166,219082583.95693147
966,cardano,2023-04-09,0.38646794010254926,13547039830.25686,227489857.3044711
967,cardano,2023-04-10,0.3898666390252823,13668842180.423561,222258531.3009762
968,cardano,2023-04-11,0.3971824198896078,13914326446.557247,274331218.2805179
969,cardano,2023-04-12,0.40166449544318883,14074149361.990534,437318682.90491533
