,Cripto,fechas,pricesnew,market_capsnew,total_volumesnew
1604,ethereum,2023-01-07,1270.028610178057,153115414332.1746,5222706873.557585
1605,ethereum,2023-01-08,1264.8369433837202,152351777734.96948,2439388823.0572276
1606,ethereum,2023-01-09,1284.5754041342987,154857941332.0086,3401917835.2694077
1607,ethereum,2023-01-10,1321.676571173056,159397504473.27673,8615288094.160769
1608,ethereum,2023-01-11,1336.017071771777,160999220384.61914,6390063040.044838
1609,ethereum,2023-01-12,1389.7716620941067,167839113151.03107,6779329581.863201
1610,ethereum,2023-01-13,1417.134908743914,170890542806.26074,13360962683.072271
1611,ethereum,2023-01-14,1453.3769102089225,174798760594.58777,8386970426.225097
1612,ethereum,2023-01-15,1549.111474081304,187276048380.94897,15505376250.712307
1613,ethereum,2023-01-16,1551.324517175301,186901700956.48312,7074931051.0836935
1614,ethereum,2023-01-17,1577.725890482971,190122961411.69482,9434570734.551754
1615,ethereum,2023-01-18,1569.5308332272923,188982728685.09735,8482482040.670269
1616,ethereum,2023-01-19,1516.555475473704,183517931282.58932,11809477723.65587
1617,ethereum,2023-01-20,1550.5088875585636,186967330908.32364,6871702648.394773
1618,ethereum,2023-01-21,1661.3349193405402,200011161010.51965,9228892411.460192
1619,ethereum,2023-01-22,1625.9093109886562,195908718395.08084,9663018503.707115
1620,ethereum,2023-01-23,1630.8448549407967,196512572594.40756,8233555835.053316
1621,ethereum,2023-01-24,1632.9617267135266,196541663696.43738,9037743837.862547
1622,ethereum,2023-01-25,1557.0597608721732,187270576772.9432,9078639809.982983
1623,ethereum,2023-01-26,1614.6771850629295,194402223992.62006,11946053798.490387
1624,ethereum,2023-01-27,1602.8469492523193,193276131177.59738,10076436860.255999
1625,ethereum,2023-01-28,1598.4701935450053,192677648328.43668,9593062923.130283
1626,ethereum,2023-01-29,1573.0634394330648,189301295262.2017,6523949724.808857
1627,ethereum,2023-01-30,1646.5159900930198,198339307428.10373,10037370816.308008
1628,ethereum,2023-01-31,1568.64771349631,188787565951.33054,10977781767.502348
1629,ethereum,2023-02-01,1586.5395765836909,191042852121.47128,7544090211.946499
1630,ethereum,2023-02-02,1642.857168158598,197724834027.55963,9295116915.9373
1631,ethereum,2023-02-03,1648.6796840768716,198613736403.15057,12542560274.342657
1632,ethereum,2023-02-04,1665.4278712238624,200784153460.47113,9528083087.520357
1633,ethereum,2023-02-05,1667.2716925637008,201099652782.7474,6766208820.07522
1634,ethereum,2023-02-06,1631.3725233636533,196817854756.22067,8211226952.330717
1635,ethereum,2023-02-07,1617.144163289206,194725338782.41467,7825100535.008893
1636,ethereum,2023-02-08,1672.8226777758136,201779050385.86017,9180247305.88792
1637,ethereum,2023-02-09,1651.4083786023796,199107556553.15936,8766845417.320044
1638,ethereum,2023-02-10,1546.383768658398,186306817307.09564,12447757846.416866
1639,ethereum,2023-02-11,1515.5340268615535,182839491763.3784,9882779899.96751
1640,ethereum,2023-02-12,1541.9688769412712,185826666441.3843,6070233325.97355
1641,ethereum,2023-02-13,1515.3346311806397,182722050130.99646,6128794710.192691
1642,ethereum,2023-02-14,1506.9162010135053,181589830341.34802,11573812955.970678
1643,ethereum,2023-02-15,1556.963484345393,187619568130.73468,11723184974.304256
1644,ethereum,2023-02-16,1674.858207473528,201595282287.4858,11079231384.245422
1645,ethereum,2023-02-17,1646.143501886728,198370400841.4434,13388835215.08776
1646,ethereum,2023-02-18,1697.0848665737892,204534589183.7981,10807323083.841963
1647,ethereum,2023-02-19,1692.518962831222,203613145994.36063,5863446679.020431
1648,ethereum,2023-02-20,1680.3786857000732,202999098993.98264,7499517187.119554
1649,ethereum,2023-02-21,1700.1986814992663,204900256888.84143,8435810846.264387
1650,ethereum,2023-02-22,1656.582369571119,199387951962.05505,9728814194.484383
1651,ethereum,2023-02-23,1643.1733937453491,198153971276.35593,9836391621.850903
1652,ethereum,2023-02-24,1651.850006691427,198619189860.05594,9698749201.902168
1653,ethereum,2023-02-25,1608.1034936538365,193773223390.3348,9609840835.076471
1654,ethereum,2023-02-26,1593.9519737908456,192056375721.21072,6117521125.045025
1655,ethereum,2023-02-27,1640.5827101943062,197696596339.3676,6357994998.206232
1656,ethereum,2023-02-28,1633.9766289833817,197018105507.06073,7916573299.24559
1657,ethereum,2023-03-01,1606.632639454843,193276888983.6779,6883711561.9226
1658,ethereum,2023-03-02,1663.925777294461,200476156508.34192,8672222866.055677
1659,ethereum,2023-03-03,1647.6646669077718,198520753673.54544,7930395056.206914
1660,ethereum,2023-03-04,1570.668210599776,189178795460.26093,11179316252.20772
1661,ethereum,2023-03-05,1568.4956010562191,189002414068.6852,4800994312.370927
1662,ethereum,2023-03-06,1563.2256620056303,188337456156.2138,62172854406.22754
1663,ethereum,2023-03-07,1567.3501465252189,188803304807.84476,6627693313.532333
1664,ethereum,2023-03-08,1563.8131822475007,187945419858.86072,8523808476.527845
1665,ethereum,2023-03-09,1535.2602520971097,185138878803.2572,11881879818.725237
1666,ethereum,2023-03-10,1440.1676618801841,173232609854.28854,10861201441.135424
1667,ethereum,2023-03-11,1429.6031691041849,172474466355.71472,14696381616.840977
1668,ethereum,2023-03-12,1474.40324440156,176915178456.41873,18345198261.395977
1669,ethereum,2023-03-13,1588.1968020530471,190440681263.21286,13967891188.499998
1670,ethereum,2023-03-14,1678.915634393308,202294154847.0903,65211714924.508385
1671,ethereum,2023-03-15,1708.300897366666,205738833552.65433,19833762797.583607
1672,ethereum,2023-03-16,1658.0701085663115,199607487558.33243,17257648020.36215
1673,ethereum,2023-03-17,1679.7924762080895,202411234958.15692,30201930394.76128
1674,ethereum,2023-03-18,1793.2988017342332,215660560704.77524,14459727611.041805
1675,ethereum,2023-03-19,1769.4253269123851,213123927233.32803,11976182095.296051
1676,ethereum,2023-03-20,1801.3674190114587,217844457987.9951,10745813975.10349
1677,ethereum,2023-03-21,1744.4414599600184,209763828559.92316,12973595973.359987
1678,ethereum,2023-03-22,1811.4112436682735,218008486913.68356,10831022955.199936
1679,ethereum,2023-03-23,1747.6400281141143,210285658211.08432,13820716099.501862
1680,ethereum,2023-03-24,1824.9566578949327,219518418514.19247,10980967034.937744
1681,ethereum,2023-03-25,1751.2194078261725,212072713258.261,11601017881.786583
1682,ethereum,2023-03-26,1753.982636507409,211355889911.33264,8023849174.389528
1683,ethereum,2023-03-27,1776.867690456723,214528709136.8291,8417258785.455161
1684,ethereum,2023-03-28,1719.1709726748606,206685090340.53693,9757415238.165146
1685,ethereum,2023-03-29,1776.0436393298319,213909228254.6471,9548011563.71663
1686,ethereum,2023-03-30,1795.5369478273235,216268184816.82077,10395388838.768845
1687,ethereum,2023-03-31,1792.9085783080432,216024475834.15308,10958214915.427898
1688,ethereum,2023-04-01,1824.0200055528176,219903281108.44144,10329452626.6318
1689,ethereum,2023-04-02,1823.0003798253083,219561711559.00998,6199278060.289369
1690,ethereum,2023-04-03,1797.7369883938552,216494189054.4792,6679784659.59878
1691,ethereum,2023-04-04,1810.466255484756,218499091537.94772,11141583996.17221
1692,ethereum,2023-04-05,1871.333525898643,225257854355.94864,11580514457.961863
1693,ethereum,2023-04-06,1911.3386899517511,230370056366.2714,11586484696.705976
1694,ethereum,2023-04-07,1872.2466823679094,225549620778.91388,9208408844.045069
1695,ethereum,2023-04-08,1866.6575447874154,224884695655.05383,9298216041.371656
1696,ethereum,2023-04-09,1851.0506710706206,223169245107.38303,5970294474.952573
1697,ethereum,2023-04-10,1859.9403872878142,224219517643.81366,7405572878.99046
1698,ethereum,2023-04-11,1909.8820609415914,230201702660.8635,9639736045.970774
1699,ethereum,2023-04-12,1892.938911069582,227988460702.9362,10245367683.712158
1700,ethereum,2023-04-13,1920.2230311931223,231476399968.9067,13152150835.227224
1701,ethereum,2023-04-14,2012.785415162006,242284529486.34308,13956404022.579199
1702,ethereum,2023-04-15,2102.9461882949076,252719453976.0147,17899705467.092876
1703,ethereum,2023-04-16,2093.166331331955,251586840869.99887,9272832786.084044
1704,ethereum,2023-04-17,2118.5987891538853,253507799906.4971,8879608633.84169
1705,ethereum,2023-04-18,2077.5356646371833,247900016291.37604,10818847581.540735
1706,ethereum,2023-04-19,2103.2788135921514,251100187595.887,10121134598.143476
1707,ethereum,2023-04-20,1936.4259207983632,231458322403.79388,15695628542.024448
1708,ethereum,2023-04-21,1943.4355981925776,233965107542.7419,12422352272.165218
1709,ethereum,2023-04-22,1850.1497384242152,222536195564.3714,13427480065.767443
1710,ethereum,2023-04-23,1877.5413280611456,226130094815.9329,7809497062.825459
1711,ethereum,2023-04-24,1863.6391422142244,224130103074.64252,7375382210.29527
1712,ethereum,2023-04-25,1842.6307920871575,221819334333.29037,9177916724.0864
1713,ethereum,2023-04-26,1870.5652231230274,225096171581.73505,9669740943.905441
1714,ethereum,2023-04-27,1867.5893250124868,224807445929.1713,16137081936.11856
1715,ethereum,2023-04-28,1910.456779102895,229940294581.2185,17307261170.94721
1716,ethereum,2023-04-29,1894.4280839501073,228152292773.13092,8853391784.29081
1717,ethereum,2023-04-30,1905.2738522732104,229429843509.54,5262009753.405011
1718,ethereum,2023-05-01,1885.3919353369215,227186562478.89902,7328083478.977482
1719,ethereum,2023-05-02,1832.725799406749,220608989107.97202,9673378163.522745
1720,ethereum,2023-05-03,1870.828572787594,225192198744.26425,8338110887.912115
1721,ethereum,2023-05-04,1903.7282107352776,229058202737.14035,8855867548.894463
1722,ethereum,2023-05-05,1877.4011950525364,226033834100.12152,7156399180.62065
1723,ethereum,2023-05-06,1993.6129657474344,239911504424.29404,10662067255.96863
1724,ethereum,2023-05-07,1900.410599025731,228369002903.6794,11135926723.297115
1725,ethereum,2023-05-08,1895.2301480548908,228246618295.44156,6233921635.46938
1726,ethereum,2023-05-09,1849.2886295625283,222406833247.6045,11496171817.833504
1727,ethereum,2023-05-10,1846.0642640231483,222246427487.22958,6373057170.18455
1728,ethereum,2023-05-11,1842.865558834664,221632027136.72604,10471130832.935846
1729,ethereum,2023-05-12,1798.0719455262627,216323022928.9258,9217787395.589426
1730,ethereum,2023-05-13,1808.6949999015692,217659652941.87607,10530874714.299137
1731,ethereum,2023-05-14,1797.1994701376498,216032102439.73022,5150212384.025403
1732,ethereum,2023-05-15,1799.0086586150053,216439514891.84528,4914907456.467633
1733,ethereum,2023-05-16,1820.0447595407188,218513683684.05072,7655256291.360313
1734,ethereum,2023-05-17,1823.6630183475188,219562064257.98773,6283428506.7716875
1735,ethereum,2023-05-18,1821.050634709663,219124262711.37402,6647945218.37179
1736,ethereum,2023-05-19,1802.3909554834493,217078808863.77982,6170212643.307527
1737,ethereum,2023-05-20,1812.1317035605853,218083824882.0496,5092669091.509588
1738,ethereum,2023-05-21,1818.9695295035847,218770214155.48007,3117917206.1060295
1739,ethereum,2023-05-22,1804.9290671072804,217302257173.6874,3835867355.2177114
1740,ethereum,2023-05-23,1818.4014644980855,218746186925.56677,5183573151.892912
1741,ethereum,2023-05-24,1854.1931182731782,222906967413.9726,7537701078.994168
1742,ethereum,2023-05-25,1800.736010305837,216837950430.06705,8000139188.961748
1743,ethereum,2023-05-26,1805.8057604056937,217194191610.31747,7459269403.375004
1744,ethereum,2023-05-27,1828.9565366197276,219969209232.79053,6245753617.103617
1745,ethereum,2023-05-28,1830.3066513168976,220035586188.35385,4068177989.6274643
1746,ethereum,2023-05-29,1913.8162493165785,230041639357.48282,7227287064.56947
1747,ethereum,2023-05-30,1893.7142740897043,227805314887.09955,6762040908.702834
1748,ethereum,2023-05-31,1901.078310164527,228588229006.90048,6019457141.148654
1749,ethereum,2023-06-01,1874.694885027078,225483513769.4682,5930556981.74496
1750,ethereum,2023-06-02,1861.7253869476187,223850958023.0443,6237923582.653606
1751,ethereum,2023-06-03,1907.2123218510073,229335461597.8791,6910486182.970303
1752,ethereum,2023-06-04,1892.0781764647577,227515751048.97668,3798117031.9435754
1753,ethereum,2023-06-05,1893.178280382087,227418753400.94525,4274226592.3982744
1754,ethereum,2023-06-06,1813.6816549003997,218224817446.19363,10887461193.43077
1755,ethereum,2023-06-07,1883.2425846255821,226225955928.72498,9540379707.014326
1756,ethereum,2023-06-08,1832.3204025034538,220285044251.91275,8474108659.099132
1757,ethereum,2023-06-09,1846.0300017820573,222012641423.25446,4854817113.536453
1758,ethereum,2023-06-10,1839.2080126581927,221018802010.85452,5093666796.918479
1759,ethereum,2023-06-11,1754.6732284106363,210950148701.20724,41417850678.713905
1760,ethereum,2023-06-12,1751.7245965042496,210604043872.2481,5031836446.183817
1761,ethereum,2023-06-13,1742.5960525666158,209462687695.93982,6731496663.213711
1762,ethereum,2023-06-14,1736.7894371674618,208703993936.8153,6798862284.580931
1763,ethereum,2023-06-15,1650.6766675535464,198559274296.62064,8025571357.471881
1764,ethereum,2023-06-16,1664.9774623940225,200099209933.71683,8283225649.8762865
1765,ethereum,2023-06-17,1716.3772810928574,206321573355.89554,7008799576.1543255
1766,ethereum,2023-06-18,1726.3728097349979,207595972780.22693,4859690685.481605
1767,ethereum,2023-06-19,1719.2731615068672,206730774198.4613,4084738737.028457
1768,ethereum,2023-06-20,1734.7931034426633,208507638780.89432,5770983890.906085
1769,ethereum,2023-06-21,1790.1904407317654,215060967094.14032,7900259127.350303
1770,ethereum,2023-06-22,1892.899571916819,227581626984.15152,12294793429.600212
1771,ethereum,2023-06-23,1874.1779470167141,225381084937.87924,9842202528.70774
1772,ethereum,2023-06-24,1891.3450080216778,227419416441.5965,9303341351.32525
1773,ethereum,2023-06-25,1875.0599619284883,225448939889.35513,4889178964.702732
1774,ethereum,2023-06-26,1899.1473121046054,228332438014.13016,7363880089.050316
1775,ethereum,2023-06-27,1859.8024196427973,223061316934.54123,9893270861.839865
1776,ethereum,2023-06-28,1890.0129037837075,227143144300.65317,8806434878.37696
1777,ethereum,2023-06-29,1828.4583364007253,219923192180.68494,6821723542.735137
1778,ethereum,2023-06-30,1853.4452458749938,222892015037.67108,6609358548.632103
1779,ethereum,2023-07-01,1934.0457142617754,232417040695.4234,11695335269.509533
1780,ethereum,2023-07-02,1924.5672408676514,231096044843.46228,5763533551.087498
1781,ethereum,2023-07-03,1933.9598813832074,232373535009.1871,7183593046.18616
1782,ethereum,2023-07-04,1953.7811276489165,234942840998.13855,9155212793.37497
1783,ethereum,2023-07-05,1937.0004255391354,233226523011.07104,6067277571.219523
1784,ethereum,2023-07-06,1910.5052605097412,230045605241.41965,8180984490.329683
1785,ethereum,2023-07-07,1855.4747836363103,223411633998.65668,13544056615.640347
1786,ethereum,2023-07-08,1869.317187141899,224666147793.60873,8877609275.171074
1787,ethereum,2023-07-09,1864.8685919146383,224139520023.71573,5224435476.270515
1788,ethereum,2023-07-10,1866.9167424803986,224416034755.06198,2772113286.210201
1789,ethereum,2023-07-11,1875.2742726720535,225295266243.27637,8878301263.054636
1790,ethereum,2023-07-12,1875.8658719294942,225467256388.71954,5503014510.733429
1791,ethereum,2023-07-13,1873.5068153773982,225081147081.1057,7979716345.7745495
1792,ethereum,2023-07-14,2003.253616074307,240656450975.35602,12253238016.103119
1793,ethereum,2023-07-15,1935.9402407442033,232297518076.90158,13163947666.120016
1794,ethereum,2023-07-16,1931.389384157173,232081207333.19733,4430406660.749946
1795,ethereum,2023-07-17,1923.0359898160434,230847045457.2026,4551682234.721218
1796,ethereum,2023-07-18,1912.1228355695634,229772643177.76273,7684722413.234391
1797,ethereum,2023-07-19,1897.199112644643,227853365302.58752,9120475118.907444
1798,ethereum,2023-07-20,1889.2238055517662,227127167868.42926,8894957096.351507
1799,ethereum,2023-07-21,1891.0145054589366,227484313829.40802,11204166583.061834
1800,ethereum,2023-07-22,1891.4724028266849,227467577018.69775,6309767940.447504
1801,ethereum,2023-07-23,1858.3111958083061,223308803225.0452,5837098870.775477
1802,ethereum,2023-07-24,1887.8269808569783,226861079166.83176,6531824636.513696
1803,ethereum,2023-07-25,1850.431150587501,222318417477.21103,9438614856.624678
1804,ethereum,2023-07-26,1857.5965927470297,223476900309.93112,4329972807.86323
1805,ethereum,2023-07-27,1871.5331057115002,224855185617.9887,7307465774.976813
1806,ethereum,2023-07-28,1858.77702138144,223413249190.37912,6626220422.969731
1807,ethereum,2023-07-29,1874.6939950760675,225320465659.74567,4775263924.223373
1808,ethereum,2023-07-30,1880.9180765299413,226074318965.13022,2990426323.771476
1809,ethereum,2023-07-31,1861.8699097932104,223813641443.30435,5791342964.545562
1810,ethereum,2023-08-01,1857.2761957628516,223177200443.95282,6106091989.307732
1811,ethereum,2023-08-02,1869.7451086679923,225952018918.58215,8990773317.298777
1812,ethereum,2023-08-03,1838.0119518760303,220936460217.74472,8178850227.510264
1813,ethereum,2023-08-04,1835.7013026752861,220768212248.9121,5908647350.667135
1814,ethereum,2023-08-05,1828.4611937761101,219476177802.69766,6229669774.689679
1815,ethereum,2023-08-06,1835.0705778421902,220487019493.58868,2952349825.885361
1816,ethereum,2023-08-07,1826.7067792702178,219533986979.75125,2992818475.645687
1817,ethereum,2023-08-08,1826.9334855730522,219422824381.99362,7660232552.642202
1818,ethereum,2023-08-09,1856.8441445120409,223111331723.6391,7498117030.737751
1819,ethereum,2023-08-10,1855.8907273266504,222992437544.13272,6010104016.055266
1820,ethereum,2023-08-11,1850.8769886993493,222411268370.8958,3733537744.9027367
1821,ethereum,2023-08-12,1847.5418351143242,222019374228.76486,3694816570.962365
1822,ethereum,2023-08-13,1848.505238656101,222069758272.72742,2215986526.7016535
1823,ethereum,2023-08-14,1839.5128095422053,220948326523.33356,3642424563.740612
1824,ethereum,2023-08-15,1843.5133910053466,221564238004.30878,4495324729.871393
1825,leo-token,2022-08-16,5.37749927968467,5021800258.048062,1726353.1506051568
1826,leo-token,2022-08-17,5.215225841014158,4873349211.121571,1875378.0708472969
1827,leo-token,2022-08-18,5.271572614160903,4925008039.511581,1766791.5821457484
1828,leo-token,2022-08-19,5.314372226654217,4957594258.780655,1801230.6768378261
1829,leo-token,2022-08-20,5.211179861406836,4880377847.914611,1790386.2132243284
1830,leo-token,2022-08-21,5.071458694484034,4736999818.767849,1592883.0755185736
1831,leo-token,2022-08-22,5.1204167267887355,4794373785.048423,1568372.6190077648
1832,leo-token,2022-08-23,5.091570706261568,4763726792.9380245,1641849.414400481
1833,leo-token,2022-08-24,5.335136749049019,4986074910.690059,1833231.8669517573
1834,leo-token,2022-08-25,5.327755024739658,4990408048.091504,1776916.2032805057
1835,leo-token,2022-08-26,5.163118475430252,4823974576.186352,2116330.3803474857
1836,leo-token,2022-08-27,5.148887003588963,4856000507.790785,2029291.604867782
1837,leo-token,2022-08-28,5.175873765743369,4818608301.883191,1781786.3707878557
1838,leo-token,2022-08-29,5.175838920170017,4832628057.125507,1772913.4611417672
1839,leo-token,2022-08-30,5.270499940721775,4913031167.409634,1843740.6460604412
1840,leo-token,2022-08-31,5.370494743038834,5013948376.30373,1744252.3292482833
1841,leo-token,2022-09-01,5.774950042471133,5403919394.903751,2971095.3514210097
1842,leo-token,2022-09-02,5.546978642905821,5182522123.753544,2135476.7298404733
1843,leo-token,2022-09-03,5.382066405206263,5037043222.447497,2148231.8319413746
1844,leo-token,2022-09-04,5.183479959299519,4851818430.134205,2276516.776805463
1845,leo-token,2022-09-05,5.2588448566108505,4907860152.31133,1883755.1065713807
1846,leo-token,2022-09-06,5.06546462667795,4731660279.02297,1983194.6681159695
1847,leo-token,2022-09-07,5.1472563126863715,4816555467.600289,2090425.1040871884
1848,leo-token,2022-09-08,5.135136311491457,4787858473.289687,2712972.785006632
1849,leo-token,2022-09-09,4.983317093087899,4657160954.373495,2342909.642645804
1850,leo-token,2022-09-10,4.970460086796534,4643349241.498693,2582752.9660670045
1851,leo-token,2022-09-11,4.984023620218537,4644725034.691611,2052920.9376332157
1852,leo-token,2022-09-12,5.041392576679164,4707935540.997635,1817940.3454046764
1853,leo-token,2022-09-13,5.023877886693201,4699826927.496607,2087365.1621765436
1854,leo-token,2022-09-14,4.951787804470074,4636594699.8071785,1891991.802197232
1855,leo-token,2022-09-15,4.856835107359838,4538994551.026447,1994548.1504250807
1856,leo-token,2022-09-16,4.891978194958639,4554068488.931211,2244880.04784585
1857,leo-token,2022-09-17,4.934537774501801,4609133327.294868,1658923.3778114622
1858,leo-token,2022-09-18,4.982174894228187,4655580655.781525,1356092.5140165023
1859,leo-token,2022-09-19,4.651929763188356,4354058871.923828,2017880.8170044136
1860,leo-token,2022-09-20,4.647084568403858,4343244244.937371,1438525.8857311485
1861,leo-token,2022-09-21,4.755227154339843,4441428867.04004,2123219.6954990923
1862,leo-token,2022-09-22,4.331029413284249,4042852025.171685,5455437.960194917
1863,leo-token,2022-09-23,4.917529122738884,4608483743.11371,1864221.9152823747
1864,leo-token,2022-09-24,4.258908759688883,4005150200.861044,3734471.8548344695
1865,leo-token,2022-09-25,4.256167466712623,3974891377.4224725,1715484.749397236
1866,leo-token,2022-09-26,4.104533909638502,3838867818.4008894,1905225.8713415747
1867,leo-token,2022-09-27,4.067186438014186,3804102058.030046,2129413.4578770637
1868,leo-token,2022-09-28,4.132459178069841,3861894466.886149,1929889.5737756118
1869,leo-token,2022-09-29,4.124726894191042,3848689323.7697954,1423925.8556173942
1870,leo-token,2022-09-30,4.1993272695905715,3921690374.229573,1260262.0200506493
1871,leo-token,2022-10-01,4.1945361943771635,3920458582.9971275,2412619.4036326115
1872,leo-token,2022-10-02,4.114343705452167,3845437264.5698166,1087096.2396951825
1873,leo-token,2022-10-03,4.082774603359337,3815081224.2840676,1629266.3398999078
1874,leo-token,2022-10-04,4.181303008988167,3875333334.0905585,1386196.464681349
1875,leo-token,2022-10-05,4.160916120953882,3874137372.703438,1558750.9250938958
1876,leo-token,2022-10-06,4.157229445314687,3885562147.097072,1545860.271852264
1877,leo-token,2022-10-07,4.061610782911523,3798040531.541199,1694886.504163192
1878,leo-token,2022-10-08,4.129266527196884,3849259803.1628985,1777879.6467627794
1879,leo-token,2022-10-09,4.072732256801307,3802983508.325908,1283366.799528181
1880,leo-token,2022-10-10,4.099050458908253,3826962383.5281878,1246409.952347413
1881,leo-token,2022-10-11,4.0625066293954735,3795098703.7767935,629011.9553752928
1882,leo-token,2022-10-12,4.083073485002509,3809702287.9871364,921011.0509902865
1883,leo-token,2022-10-13,4.140077809277698,3866204673.299681,738207.0156168572
1884,leo-token,2022-10-14,4.236379045372042,3951242000.0454865,1122494.0395865582
1885,leo-token,2022-10-15,4.438327666663954,4143929202.0155973,1326240.6710954932
1886,leo-token,2022-10-16,4.466085422210103,4172281613.9289513,1073735.898223955
1887,leo-token,2022-10-17,4.485564619083537,4187134797.350177,995656.5449528691
1888,leo-token,2022-10-18,4.5078750250182615,4207998799.5263705,1242912.4847496627
1889,leo-token,2022-10-19,4.306058215419149,4021853186.054762,1429031.5131658432
1890,leo-token,2022-10-20,4.13933708222863,3869396453.5082445,1283190.4650414572
1891,leo-token,2022-10-21,4.093157630370796,3822031729.654831,2106080.629535081
1892,leo-token,2022-10-22,4.0731090647173795,3806443717.4770465,775053.6319030199
1893,leo-token,2022-10-23,4.104116804837406,3831604789.4326425,3940939.0551386126
1894,leo-token,2022-10-24,4.150487329928442,3871874763.2408276,1093927.0576707965
1895,leo-token,2022-10-25,4.08189286691879,3800413777.6124134,1978394.6982242723
1896,leo-token,2022-10-26,4.1532834831683125,3876473229.061325,1145864.314112642
1897,leo-token,2022-10-27,4.299227959631618,4012552169.2678876,1236547.7291401394
1898,leo-token,2022-10-28,4.358965353384531,4069963991.2133923,1041462.5344435924
1899,leo-token,2022-10-29,4.431380154588438,4130489285.3939548,1041002.0509116646
1900,leo-token,2022-10-30,4.4820597766469,4181332414.8667374,1101572.2752620566
1901,leo-token,2022-10-31,4.5005243602523075,4201159998.102464,1018540.300861927
1902,leo-token,2022-11-01,4.540897050959394,4237155449.779926,1040561.327501578
1903,leo-token,2022-11-02,4.549719973709711,4243853550.215836,1175484.6172223
1904,leo-token,2022-11-03,4.674353879040105,4365331790.623443,1136285.984058311
1905,leo-token,2022-11-04,4.69600120792962,4390687666.031597,1062371.1898194503
1906,leo-token,2022-11-05,4.286513569211493,3997537431.058149,1570332.2418753856
1907,leo-token,2022-11-06,4.324742510443012,4038390610.8619113,1174380.8336510668
1908,leo-token,2022-11-07,4.175647385203092,3900299180.8301144,1353864.1426362987
1909,leo-token,2022-11-08,4.167834898154479,3881352310.4489965,1114862.8323773923
1910,leo-token,2022-11-09,4.140864032689795,3865104010.8527365,1330361.8568602437
1911,leo-token,2022-11-10,3.998829998323514,3718732527.113574,3404710.0668207323
1912,leo-token,2022-11-11,4.015337889695622,3746728463.890244,2374917.206623731
1913,leo-token,2022-11-12,3.788953502249139,3534128926.697108,1361599.08689935
1914,leo-token,2022-11-13,3.867401629346923,3603498806.8537164,1207223.0142014592
1915,leo-token,2022-11-14,3.9410449328425265,3675536906.0107036,2279581.1957943267
1916,leo-token,2022-11-15,3.7794680335270923,3538924863.728114,2534557.323136559
1917,leo-token,2022-11-16,3.8037627499579822,3551548482.466935,2708742.7795880004
1918,leo-token,2022-11-17,3.850127871513722,3596011297.980404,2758769.842840409
1919,leo-token,2022-11-18,4.039243434386211,3772147810.7441697,1768304.789070225
1920,leo-token,2022-11-19,4.233866345590955,3947969700.376216,1722974.1098806378
1921,leo-token,2022-11-20,4.22220126132099,3940095121.4396653,1721438.9738068813
1922,leo-token,2022-11-21,4.323991139171874,4043338382.1762004,1440323.4667685495
1923,leo-token,2022-11-22,3.8993118620783664,3638552278.052928,814760.010837434
1924,leo-token,2022-11-23,3.787671667376251,3546677861.703111,1851000.0468875486
1925,leo-token,2022-11-24,4.239763122885301,3958140799.962027,1427018.7108737438
1926,leo-token,2022-11-25,4.220584531539472,3938949177.800474,1348705.5099923287
1927,leo-token,2022-11-26,3.8751256546819515,3615944945.3696117,1643084.7347173456
1928,leo-token,2022-11-27,4.042371603790287,3772700755.6863904,1444018.2979966053
1929,leo-token,2022-11-28,4.210073742085382,3927963769.5654664,1557711.2525755626
1930,leo-token,2022-11-29,3.806214826755696,3551165299.2609544,1989404.5542094714
1931,leo-token,2022-11-30,3.7731229176349443,3522134168.8311815,1917458.209966498
1932,leo-token,2022-12-01,3.9212446662885383,3662081590.6965013,1688433.9182920537
1933,leo-token,2022-12-02,3.8646771664633115,3605403010.333531,2099748.827998473
1934,leo-token,2022-12-03,3.9392253461797946,3674260776.9338326,1777877.7529443172
1935,leo-token,2022-12-04,3.785589570721246,3544556544.591846,2023115.3695648923
1936,leo-token,2022-12-05,3.807490219736532,3558198749.254845,1685500.9078327797
1937,leo-token,2022-12-06,3.793765311979999,3541787575.751825,2081916.1834074124
1938,leo-token,2022-12-07,3.8147113153671053,3558310324.381204,957262.9954872819
1939,leo-token,2022-12-08,3.792821585810814,3535081497.5485544,756561.2480876165
1940,leo-token,2022-12-09,3.8212997890640237,3562628053.060818,701137.4865775295
1941,leo-token,2022-12-10,3.745652034203808,3494877663.7597685,1116300.3002642735
1942,leo-token,2022-12-11,3.742051752881681,3488512992.4214573,636185.2909245414
1943,leo-token,2022-12-12,3.785013400080192,3531267313.388761,968412.6158848504
1944,leo-token,2022-12-13,3.7184830650772995,3471939199.0845494,734264.9067193283
1945,leo-token,2022-12-14,3.713629070451599,3466385728.3687725,880913.0326290096
1946,leo-token,2022-12-15,3.777466189825971,3523246736.271567,360908.8613512499
1947,leo-token,2022-12-16,3.6849605615371477,3435862180.55399,873930.0257199607
1948,leo-token,2022-12-17,3.690921389497359,3436722725.4772944,741199.8243158803
1949,leo-token,2022-12-18,3.9862222211308223,3713785418.999194,1112760.8745757134
1950,leo-token,2022-12-19,3.988580089279426,3719472227.451418,184609.44187129792
1951,leo-token,2022-12-20,3.7642244821502233,3506135757.154051,1025092.7918025685
1952,leo-token,2022-12-21,3.703053670112176,3453913839.1849213,1184547.8376199736
